Method,Configs,AvgExpectedCost,MedianExpectedCost,AvgGapPctVsOpt,MedianGapPctVsOpt,MaxGapPctVsOpt,MinGapPctVsOpt,AvgRunTimeSec,MedianRunTimeSec,AvgModelSolveTimeSec,MedianModelSolveTimeSec
Exact optimal,80,1019357.6462385098,951741.6206804592,0.0,0.0,0.0,0.0,65.17170836031437,58.24607300758362,46.23949999999999,43.260000000000005
Restricted-exact,80,1023206.717344245,957241.0048782704,0.44610134936987117,0.380770935489283,1.3052299658578237,0.0,52.688364481925966,50.6116646528244,32.80462500000001,30.61
Decomposed,80,1047408.9078796577,994551.4051091751,3.112231973508046,2.5909627995745366,9.753416406580184,0.24860182968229338,51.155231884121896,52.60234713554382,27.705374999999997,26.425
