PercentInstances,Method,RunTimeSec
1.5873015873015872,Exact optimal,203.22944498062134
3.1746031746031744,Exact optimal,212.38901901245117
4.761904761904762,Exact optimal,213.42846202850342
6.349206349206349,Exact optimal,214.471510887146
7.936507936507937,Exact optimal,217.31289196014404
9.523809523809524,Exact optimal,238.47373580932617
11.11111111111111,Exact optimal,248.70137000083923
12.698412698412698,Exact optimal,265.3976249694824
14.285714285714286,Exact optimal,265.5515229701996
15.873015873015873,Exact optimal,266.3491189479828
17.46031746031746,Exact optimal,276.617479801178
19.047619047619047,Exact optimal,290.2784960269928
20.634920634920636,Exact optimal,293.69822812080383
22.22222222222222,Exact optimal,302.5341169834137
23.80952380952381,Exact optimal,306.8389570713043
25.396825396825395,Exact optimal,354.9623010158539
26.984126984126984,Exact optimal,399.28163599967957
28.571428571428573,Exact optimal,415.35486698150635
30.158730158730158,Exact optimal,477.00218510627747
31.746031746031747,Exact optimal,500.51824402809143
33.333333333333336,Exact optimal,501.1714539527893
34.92063492063492,Exact optimal,526.1054151058197
36.507936507936506,Exact optimal,526.1720519065857
38.095238095238095,Exact optimal,528.5153131484985
39.682539682539684,Exact optimal,531.3572828769684
41.26984126984127,Exact optimal,575.4191858768463
42.857142857142854,Exact optimal,657.1653480529785
44.44444444444444,Exact optimal,689.2029190063477
46.03174603174603,Exact optimal,690.857470035553
47.61904761904762,Exact optimal,697.9404909610748
49.20634920634921,Exact optimal,904.6585140228271
50.79365079365079,Exact optimal,917.9489531517029
52.38095238095238,Exact optimal,960.1209638118744
53.96825396825397,Exact optimal,985.2239270210266
55.55555555555556,Exact optimal,1137.8694579601288
57.142857142857146,Exact optimal,1166.5653841495514
58.73015873015873,Exact optimal,1173.4486758708954
60.317460317460316,Exact optimal,1173.9376368522644
61.904761904761905,Exact optimal,1195.603739976883
63.492063492063494,Exact optimal,1216.1392741203308
65.07936507936508,Exact optimal,1323.5779769420624
66.66666666666667,Exact optimal,1362.05344414711
68.25396825396825,Exact optimal,1362.6211369037628
69.84126984126983,Exact optimal,1376.0696449279785
71.42857142857143,Exact optimal,1472.4206337928772
73.01587301587301,Exact optimal,1525.4037599563599
74.60317460317461,Exact optimal,1549.452439069748
76.19047619047619,Exact optimal,1603.2610528469086
77.77777777777777,Exact optimal,1626.9974949359894
79.36507936507937,Exact optimal,1665.3828151226044
80.95238095238095,Exact optimal,1665.790445804596
82.53968253968254,Exact optimal,1698.4611639976501
84.12698412698413,Exact optimal,1746.2464079856873
85.71428571428571,Exact optimal,1748.1605200767517
87.3015873015873,Exact optimal,1758.4134168624878
88.88888888888889,Exact optimal,1883.5816118717194
90.47619047619048,Exact optimal,2193.0460679531097
92.06349206349206,Exact optimal,2332.677764892578
93.65079365079364,Exact optimal,2466.432286977768
95.23809523809524,Exact optimal,2518.668855190277
96.82539682539682,Exact optimal,2541.4948229789734
98.41269841269842,Exact optimal,2939.2034130096436
100.0,Exact optimal,3099.648201942444
1.5873015873015872,Restricted-exact,14.629540920257568
3.1746031746031744,Restricted-exact,16.799007892608643
4.761904761904762,Restricted-exact,24.33827781677246
6.349206349206349,Restricted-exact,24.429710149765015
7.936507936507937,Restricted-exact,27.892253160476685
9.523809523809524,Restricted-exact,28.99915599822998
11.11111111111111,Restricted-exact,32.45043730735779
12.698412698412698,Restricted-exact,35.355955362319946
14.285714285714286,Restricted-exact,36.576801776885986
15.873015873015873,Restricted-exact,37.16906809806824
17.46031746031746,Restricted-exact,39.23088312149048
19.047619047619047,Restricted-exact,39.55081295967102
20.634920634920636,Restricted-exact,42.97838878631592
22.22222222222222,Restricted-exact,44.023361921310425
23.80952380952381,Restricted-exact,46.03239893913269
25.396825396825395,Restricted-exact,52.55133891105652
