InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,J,Fairness,ExpectedCost_opt,RunTimeSec_opt,ModelSolveTimeSec_opt,Status_opt,ExpectedCost_restricted,RunTimeSec_restricted,ModelSolveTimeSec_restricted,Status_restricted,ExpectedCost_decomposed,RunTimeSec_decomposed,ModelSolveTimeSec_decomposed,Status_decomposed,GapPct_restricted,GapPct_decomposed,GapPct_opt,DecompBelowOpt
1,Drahi_1.csv,6,6,4,0.2,100.0,10.0,5,LEXMMFSA,736448.4130841474,30.83941888809204,26.74,True,744091.68977985,56.97734522819519,41.55,True,750363.6008167581,22.38731694221497,10.0,True,1.0378563603244961,1.8894993166372442,0.0,False
1,Drahi_1.csv,6,6,4,0.2,100.0,10.0,10,LEXMMFSA,1420643.8352245355,286.3147909641266,271.87,True,1431451.6069824193,126.3421230316162,101.07,True,1424943.4140621508,42.40283584594727,21.35,True,0.7607657521123468,0.30265001902716193,0.0,False
1,Drahi_1.csv,6,6,4,0.2,100.0,20.0,5,LEXMMFSA,690570.2196291393,148.1744899749756,142.09,True,698525.0543148712,76.14958882331848,62.76,True,677126.3307510506,31.6833291053772,19.86,True,1.151922637209002,-1.9467808625324934,0.0,True
1,Drahi_1.csv,6,6,4,0.2,100.0,20.0,10,LEXMMFSA,1531422.3203797222,304.43358302116394,292.22,True,1541135.5845197844,119.99414777755736,99.36,True,1545434.8467511246,43.16841769218445,23.7,True,0.6342642399030707,0.9150007927224202,0.0,False
1,Drahi_1.csv,6,6,4,0.6,100.0,10.0,5,LEXMMFSA,701609.3006628688,72.9318630695343,67.57,True,716881.8972906885,76.51837110519409,59.15,True,735296.2341393637,34.39283299446106,18.01,True,2.1767950643456935,4.801380689319279,0.0,False
1,Drahi_1.csv,6,6,4,0.6,100.0,10.0,10,LEXMMFSA,1448101.9007463057,421.3304150104522,413.51,True,1463030.7992088704,155.13329124450684,119.98,True,1475392.2210154645,48.34326791763306,31.23,True,1.030928725034519,1.8845580034867915,0.0,False
1,Drahi_1.csv,6,6,4,0.6,100.0,20.0,5,LEXMMFSA,723758.5475595612,39.05413603782654,35.15,True,729998.7250922886,44.64163994789124,31.79,True,734400.9985508841,23.5704402923584,12.19,True,0.8621905128123997,1.4704421836823967,0.0,False
1,Drahi_1.csv,6,6,4,0.6,100.0,20.0,10,LEXMMFSA,1450019.365879812,472.3174302577973,464.1,True,1461678.6157261257,114.15994477272034,93.51,True,1476383.8542430114,59.99287295341492,38.04,True,0.8040754572432363,1.8182162930770573,0.0,False
2,Drahi_2.csv,6,6,4,0.2,100.0,10.0,5,LEXMMFSA,740229.3987470308,96.3622019290924,91.46,True,751341.562350641,46.2837860584259,37.52,True,758285.0659747162,26.762341737747192,12.43,True,1.5011783674654833,2.4391988832445533,0.0,False
2,Drahi_2.csv,6,6,4,0.2,100.0,10.0,10,LEXMMFSA,1442965.356640999,398.39608097076416,383.89,True,1458342.208040836,163.14237713813782,136.29,True,1463467.7025259696,55.42491602897644,31.04,True,1.0656424514329244,1.4208481021815267,0.0,False
