Method,PctInstances,RunTimeSec
Exact optimal,2.4390243902439024,203.2294449806213
Exact optimal,4.878048780487805,212.3890190124512
Exact optimal,7.317073170731707,213.42846202850345
Exact optimal,9.75609756097561,214.471510887146
Exact optimal,12.195121951219512,217.31289196014404
Exact optimal,14.634146341463413,238.47373580932617
Exact optimal,17.073170731707318,266.3491189479828
Exact optimal,19.51219512195122,276.617479801178
Exact optimal,21.951219512195124,293.69822812080383
Exact optimal,24.390243902439025,302.5341169834137
Exact optimal,26.82926829268293,354.9623010158539
Exact optimal,29.268292682926827,399.2816359996796
Exact optimal,31.70731707317073,415.3548669815064
Exact optimal,34.146341463414636,477.0021851062775
Exact optimal,36.58536585365854,500.5182440280914
Exact optimal,39.02439024390244,501.1714539527893
Exact optimal,41.46341463414634,575.4191858768463
Exact optimal,43.90243902439025,657.1653480529785
Exact optimal,46.34146341463415,689.2029190063477
Exact optimal,48.78048780487805,690.857470035553
Exact optimal,51.21951219512195,697.9404909610748
Exact optimal,53.65853658536586,960.1209638118744
Exact optimal,56.09756097560976,1137.8694579601288
Exact optimal,58.536585365853654,1166.5653841495514
Exact optimal,60.97560975609756,1173.4486758708954
Exact optimal,63.41463414634146,1216.1392741203308
Exact optimal,65.85365853658537,1323.5779769420624
Exact optimal,68.29268292682927,1362.05344414711
Exact optimal,70.73170731707317,1376.0696449279783
Exact optimal,73.17073170731707,1472.4206337928772
Exact optimal,75.60975609756098,1549.452439069748
Exact optimal,78.04878048780488,1603.2610528469086
Exact optimal,80.48780487804879,1626.9974949359894
Exact optimal,82.92682926829268,1665.3828151226044
Exact optimal,85.36585365853658,1665.790445804596
Exact optimal,87.8048780487805,1698.46116399765
Exact optimal,90.2439024390244,1746.2464079856873
Exact optimal,92.6829268292683,1748.1605200767517
Exact optimal,95.1219512195122,1758.4134168624878
Exact optimal,97.5609756097561,2193.0460679531097
Exact optimal,100.0,2518.668855190277
Restricted-exact,2.4390243902439024,14.629540920257568
Restricted-exact,4.878048780487805,16.799007892608643
Restricted-exact,7.317073170731707,24.33827781677246
Restricted-exact,9.75609756097561,24.42971014976501
Restricted-exact,12.195121951219512,28.99915599822998
Restricted-exact,14.634146341463413,36.57680177688599
Restricted-exact,17.073170731707318,37.16906809806824
Restricted-exact,19.51219512195122,39.23088312149048
Restricted-exact,21.951219512195124,39.55081295967102
Restricted-exact,24.390243902439025,44.023361921310425
Restricted-exact,26.82926829268293,46.03239893913269
Restricted-exact,29.268292682926827,52.55133891105652
Restricted-exact,31.70731707317073,54.930997133255005
Restricted-exact,34.146341463414636,57.77269101142883
Restricted-exact,36.58536585365854,62.6030490398407
Restricted-exact,39.02439024390244,72.01297187805176
Restricted-exact,41.46341463414634,75.9130847454071
Restricted-exact,43.90243902439025,76.41740107536316
Restricted-exact,46.34146341463415,83.41420531272888
Restricted-exact,48.78048780487805,89.3791708946228
Restricted-exact,51.21951219512195,120.38237714767456
Restricted-exact,53.65853658536586,168.5238401889801
Restricted-exact,56.09756097560976,184.03742003440857
Restricted-exact,58.536585365853654,218.5040922164917
Restricted-exact,60.97560975609756,256.2479028701782
Restricted-exact,63.41463414634146,264.2263231277466
Restricted-exact,65.85365853658537,268.6104729175568
Restricted-exact,68.29268292682927,270.1426830291748
Restricted-exact,70.73170731707317,286.7861440181732
