PercentInstances,Method,GapPct
1.5873015873015872,Exact optimal,0.0
3.1746031746031744,Exact optimal,0.0
4.761904761904762,Exact optimal,0.0
6.349206349206349,Exact optimal,0.0
7.936507936507937,Exact optimal,0.0
9.523809523809524,Exact optimal,0.0
11.11111111111111,Exact optimal,0.0
12.698412698412698,Exact optimal,0.0
14.285714285714286,Exact optimal,0.0
15.873015873015873,Exact optimal,0.0
17.46031746031746,Exact optimal,0.0
19.047619047619047,Exact optimal,0.0
20.634920634920636,Exact optimal,0.0
22.22222222222222,Exact optimal,0.0
23.80952380952381,Exact optimal,0.0
25.396825396825395,Exact optimal,0.0
26.984126984126984,Exact optimal,0.0
28.571428571428573,Exact optimal,0.0
30.158730158730158,Exact optimal,0.0
31.746031746031747,Exact optimal,0.0
33.333333333333336,Exact optimal,0.0
34.92063492063492,Exact optimal,0.0
36.507936507936506,Exact optimal,0.0
38.095238095238095,Exact optimal,0.0
39.682539682539684,Exact optimal,0.0
41.26984126984127,Exact optimal,0.0
42.857142857142854,Exact optimal,0.0
44.44444444444444,Exact optimal,0.0
46.03174603174603,Exact optimal,0.0
47.61904761904762,Exact optimal,0.0
49.20634920634921,Exact optimal,0.0
50.79365079365079,Exact optimal,0.0
52.38095238095238,Exact optimal,0.0
53.96825396825397,Exact optimal,0.0
55.55555555555556,Exact optimal,0.0
57.142857142857146,Exact optimal,0.0
58.73015873015873,Exact optimal,0.0
60.317460317460316,Exact optimal,0.0
61.904761904761905,Exact optimal,0.0
63.492063492063494,Exact optimal,0.0
65.07936507936508,Exact optimal,0.0
66.66666666666667,Exact optimal,0.0
68.25396825396825,Exact optimal,0.0
69.84126984126983,Exact optimal,0.0
71.42857142857143,Exact optimal,0.0
73.01587301587301,Exact optimal,0.0
74.60317460317461,Exact optimal,0.0
76.19047619047619,Exact optimal,0.0
77.77777777777777,Exact optimal,0.0
79.36507936507937,Exact optimal,0.0
80.95238095238095,Exact optimal,0.0
82.53968253968254,Exact optimal,0.0
84.12698412698413,Exact optimal,0.0
85.71428571428571,Exact optimal,0.0
87.3015873015873,Exact optimal,0.0
88.88888888888889,Exact optimal,0.0
90.47619047619048,Exact optimal,0.0
92.06349206349206,Exact optimal,0.0
93.65079365079364,Exact optimal,0.0
95.23809523809524,Exact optimal,0.0
96.82539682539682,Exact optimal,0.0
98.41269841269842,Exact optimal,0.0
100.0,Exact optimal,0.0
1.5873015873015872,Restricted-exact,2.6645352591003757e-13
3.1746031746031744,Restricted-exact,0.17520668597961198
4.761904761904762,Restricted-exact,0.3338634241946137
6.349206349206349,Restricted-exact,0.421333515521094
7.936507936507937,Restricted-exact,0.49463983626216734
9.523809523809524,Restricted-exact,0.5052888663722666
11.11111111111111,Restricted-exact,0.506829977986567
12.698412698412698,Restricted-exact,0.5955302134176055
14.285714285714286,Restricted-exact,0.6115233485797678
15.873015873015873,Restricted-exact,0.6367822510769727
17.46031746031746,Restricted-exact,0.6500498584595338
19.047619047619047,Restricted-exact,0.6598383013400433
20.634920634920636,Restricted-exact,0.6612425756907792
22.22222222222222,Restricted-exact,0.6792399030169705
23.80952380952381,Restricted-exact,0.6839076463788452
25.396825396825395,Restricted-exact,0.7123305766230326
26.984126984126984,Restricted-exact,0.7474409171810192
28.571428571428573,Restricted-exact,0.751299975579256
