InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,Fairness,House,InstFolder,Status,ExpectedDemand,PVReceivedExpected,PVReceivedMin,PVReceivedMax,CostExpected,CostMin,CostMax,RegretExpected,RegretMin,RegretMax,AllGridExpectedCost,Savings,RunTimeSec,ModelSolveTimeSec
8,Drahi_8.csv,6,4,4,1024,0.6,100.0,10.0,10,PEA,9,inst/inst2020,true,826.7218201126875,162.7937264148662,0.0,558.6666584946922,125129.13102644251,58058.71696443574,160243.3165223219,0.5142596591327178,0.0004604591129333362,1.0198265087981184,157089.5996272552,31960.46860081269,16.452413082122803,8.02
8,Drahi_8.csv,6,4,4,1024,0.6,100.0,10.0,10,PEA,10,inst/inst2020,true,799.5045236918962,150.9909720403372,0.0,1120.6640510822058,152197.78550095973,107814.22734156794,176142.8012478518,0.732910131665916,0.00016242777693534747,5.541146989323881,163974.2912675119,11776.505766552174,16.452413082122803,8.02
9,Drahi_9.csv,6,4,4,1024,0.6,100.0,10.0,10,PEA,1,inst/inst2020,true,1040.9836435988225,398.58638382022366,39.10017563966337,978.9726213713989,119965.67731536194,69965.40957756422,180859.98904126187,0.22638276364359147,0.0001741119245701819,0.9245604600790328,205422.7782958613,85457.10098049935,16.055665016174316,9.5
9,Drahi_9.csv,6,4,4,1024,0.6,100.0,10.0,10,PEA,2,inst/inst2020,true,1016.476623672651,388.2437373688201,27.795147333935276,895.277513068801,116797.96128111184,76449.24391680208,161153.14656640126,0.22152066853843716,0.00036523200438425175,0.8674809799612592,200600.28740636853,83802.32612525669,16.055665016174316,9.5
9,Drahi_9.csv,6,4,4,1024,0.6,100.0,10.0,10,PEA,3,inst/inst2020,true,1026.3878721517513,393.33780966617957,88.48611354763608,1058.5712257463363,117660.57651420162,75597.90906720384,169557.5318883855,0.2023396804941746,0.00011575301760921256,0.6190290185882171,202569.9317212274,84909.35520702577,16.055665016174316,9.5
9,Drahi_9.csv,6,4,4,1024,0.6,100.0,10.0,10,PEA,4,inst/inst2020,true,799.4225986767499,292.60323879256117,116.90592465544472,991.0574924425772,116273.36353596736,102298.91774125957,124405.8399682197,0.49440097122883175,6.959919167797488e-5,2.643179124112849,152205.96728588888,35932.603749921516,16.055665016174316,9.5
9,Drahi_9.csv,6,4,4,1024,0.6,100.0,10.0,10,PEA,5,inst/inst2020,true,800.1929985547062,292.4755513447843,0.0,1152.14617038308,144091.92037202828,104314.62012259022,167854.75403993615,0.866915507863454,0.002166085937801658,3.527550277683566,156983.96372966046,12892.043357632181,16.055665016174316,9.5
9,Drahi_9.csv,6,4,4,1024,0.6,100.0,10.0,10,PEA,6,inst/inst2020,true,815.0244877382191,298.698504103098,27.175874736964836,1389.7010370899075,129339.26226885963,102958.22969917241,143095.951559747,0.7165462963172687,0.001292113292108721,2.663795036035555,155189.61614487166,25850.35387601203,16.055665016174316,9.5
9,Drahi_9.csv,6,4,4,1024,0.6,100.0,10.0,10,PEA,7,inst/inst2020,true,769.3808253969927,281.7653424558113,102.967696904257,1362.716850460005,112508.38535579134,99348.75966711238,123064.73518592413,0.6202960961346827,0.0015413120791218811,2.439729055806517,146734.52986373982,34226.144507948484,16.055665016174316,9.5
9,Drahi_9.csv,6,4,4,1024,0.6,100.0,10.0,10,PEA,8,inst/inst2020,true,801.5219810326333,292.83445619276165,0.0,1185.835015932934,146852.73995395214,113531.88847465349,172518.66506567888,0.9738815564082891,0.00027667833836189084,3.58883290732788,157243.88583808232,10391.14588413018,16.055665016174316,9.5
9,Drahi_9.csv,6,4,4,1024,0.6,100.0,10.0,10,PEA,9,inst/inst2020,true,797.9187230122192,291.5839703772386,0.0,1625.9294496801617,147364.96600059688,99413.5768638805,173638.7684438373,0.8728764491472172,3.118177992211326e-5,3.0893649178891764,156554.37560143936,9189.409600842482,16.055665016174316,9.5
9,Drahi_9.csv,6,4,4,1024,0.6,100.0,10.0,10,PEA,10,inst/inst2020,true,801.0492981135842,292.8593514216413,0.0,1463.382246559935,150139.2333716197,107539.17262205346,173911.31452759105,1.0052189073893307,0.004168752762165192,3.6833909160010916,157174.07878463584,7034.845413016155,16.055665016174316,9.5
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,1,inst/inst2020,true,800.7800215153708,92.98118904436738,0.0,422.8452019183567,146659.9593551544,103894.83111777986,189930.13845158138,0.8446990424763093,0.0003670830994372467,5.238661027299294,152998.42654144389,6338.46718628949,13.956317901611328,9.97
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,2,inst/inst2020,true,796.3880959597107,91.98539183094024,0.0,374.7946819872535,147860.19504629017,107602.1161244328,191067.1618363364,0.7651609985466096,0.0007262015628366201,4.170992178947213,152151.27311193466,4291.078065644484,13.956317901611328,9.97
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,3,inst/inst2020,true,806.5295209256988,93.31094977193557,0.0,335.05805230817975,149604.3082534704,112836.93597737532,188478.21415845078,0.7355623820709298,6.900113880995442e-5,3.3311394218658146,154129.1917750611,4524.883521590702,13.956317901611328,9.97
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,4,inst/inst2020,true,788.7070655533759,90.55549346169225,2.8428955476138036,387.55862950067865,143156.8093083327,127442.65365626666,156553.86919019255,0.6711733382703032,0.007245268621577659,2.0717388795350984,151444.1096877801,8287.300379447377,13.956317901611328,9.97
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,5,inst/inst2020,true,801.6671081913539,92.37075097626733,0.0,306.0035240637848,133801.06770304695,83661.13787089883,170843.7118993207,0.6649237550429191,3.312894841875242e-5,2.469927323814828,155520.19073612918,21719.12303308223,13.956317901611328,9.97
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,6,inst/inst2020,true,822.2239576616354,95.83873067664787,0.0,305.6721974901136,137461.14859286285,89007.24522571987,174907.19494229456,0.6330500859578564,0.00013534546847183778,3.201788060916398,158838.8099735062,21377.661380643345,13.956317901611328,9.97
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,7,inst/inst2020,true,803.5907663614997,93.26529489852243,0.0,429.659208817043,149773.38704217365,105264.75389906814,184336.55515338827,0.8883211358852771,4.376596197860376e-5,3.1562879994958535,153469.44109463936,3696.0540524657117,13.956317901611328,9.97
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,8,inst/inst2020,true,794.3815139702756,91.85847328240054,0.0,267.5101297104041,134162.05669080294,98646.25247983806,167484.90892172023,0.6193306660685977,0.0034893666720752707,2.293462995905841,154399.89792054094,20237.841229738,13.956317901611328,9.97
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,9,inst/inst2020,true,807.5190574765862,92.7796703361644,0.0,472.34072495704464,153779.62385557176,131000.04044306428,162364.83903954562,0.9238782455403226,0.005374855508190301,4.463201240124124,156778.7431616278,2999.1193060560327,13.956317901611328,9.97
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,10,inst/inst2020,true,758.738004497531,86.62657561164487,1.9570419847439386,321.44121820711143,138050.15176117094,113823.32796618351,152715.16988439806,0.7160774986378754,0.010890729663635964,2.073845455631078,145399.8400364886,7349.6882753176615,13.956317901611328,9.97
10,Drahi_10.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,1,inst/inst2020,true,797.4035566494332,117.37296554299706,0.0,342.3039299903125,133699.6398997555,90630.43064505138,171841.78821494442,0.7161130880908725,0.0009213421079390988,3.3931748899921073,142824.1114582584,9124.471558502904,12.109166860580444,7.04
10,Drahi_10.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,2,inst/inst2020,true,810.8582704258868,119.9699095206019,0.0,304.9907917359018,131713.67217651813,96575.5821338317,171900.00889975062,0.4584916135332891,8.72610529190896e-5,1.0956773861018845,157131.9099762463,25418.237799728173,12.109166860580444,7.04
10,Drahi_10.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,3,inst/inst2020,true,795.9356156963985,117.73029918137202,4.0,445.9247945633186,147844.95791611233,134597.86732144025,157933.67693884502,0.626670340482923,0.002082542422203121,1.7679673511558105,156663.79764207956,8818.839725967235,12.109166860580444,7.04
10,Drahi_10.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,4,inst/inst2020,true,801.6287553156016,118.30586962015468,0.0,487.2505174121867,135558.4908701898,91763.03462649914,176837.3822209827,0.6758311203543597,0.0014767357375087974,2.7839937105845878,143643.39833487538,8084.907464685588,12.109166860580444,7.04
10,Drahi_10.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,5,inst/inst2020,true,860.7078788835097,126.52625789753472,4.0,377.8938616967341,158613.00211946247,145362.4551246328,170454.97877040302,0.6594988827700551,0.0023519390117075724,2.1036767192007275,169579.7786669612,10966.77654749874,12.109166860580444,7.04
10,Drahi_10.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,6,inst/inst2020,true,813.1303890767415,120.77236359983358,0.0,438.5926618785744,132336.69918043757,83213.39390652403,184444.6375424607,0.634229845176553,0.0021633969709858986,2.1466362134167873,157932.93410478107,25596.234924343502,12.109166860580444,7.04
10,Drahi_10.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,7,inst/inst2020,true,804.2261611461989,118.70860999350452,0.0,554.1196597255534,138092.2589242146,90728.08574790623,166922.6448148203,0.7079651310418075,0.0017379794166500686,3.146214644668002,144073.27885127335,5981.019927058747,12.109166860580444,7.04
10,Drahi_10.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,8,inst/inst2020,true,737.2577013034808,107.88704966751958,15.419114837407824,514.2325929941176,135223.60062724334,112961.06725445986,150011.01774209813,0.743614591910656,0.0042128042980920525,2.797837245584058,145342.88753476442,10119.286907521077,12.109166860580444,7.04
10,Drahi_10.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,9,inst/inst2020,true,776.2220889692603,114.60376018282219,0.0,291.347532019596,126528.77711725749,85125.7083199381,169837.4747833209,0.5721587926172655,0.0005781901542551013,1.1281313198064913,150837.3647153429,24308.587598085418,12.109166860580444,7.04
10,Drahi_10.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,10,inst/inst2020,true,800.1229011429609,117.83219445663948,0.0,354.4829155172237,130143.24650044023,83480.87004064891,176146.7980678517,0.6317054371726819,0.005724903852475997,2.1008199071434754,155163.22744432173,25019.9809438815,12.109166860580444,7.04
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,1,inst/inst2020,true,798.4739704247328,51.83455005469308,0.0,142.69344521571358,139470.2320120497,112013.28432084755,160750.75192841355,0.44429267989536164,0.003148588874534245,1.598273479420101,151067.80786731074,11597.575855261035,16.59108805656433,9.04
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,2,inst/inst2020,true,799.1246445066485,52.125795618277586,0.0,262.16565981227836,145642.45909318252,102590.96123497158,182832.48293648346,0.6273148942830534,0.0003283609065823813,2.081126701238602,148210.07069453594,2567.6116013534192,16.59108805656433,9.04
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,3,inst/inst2020,true,797.1915203201454,51.91254106473315,0.0,142.9853765305,138860.17913923328,104216.41122322183,161215.6449125074,0.5702171239859203,0.002733505893802112,1.211049586359963,150900.50448634478,12040.325347111502,16.59108805656433,9.04
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,4,inst/inst2020,true,882.4654656589555,57.35873530866579,10.787397855407857,195.62246387008057,164523.2441941437,154793.6984849807,175173.55688379207,0.5994963615345096,0.00037551895339800966,2.4026538490317897,166501.6365677767,1978.392373632989,16.59108805656433,9.04
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,5,inst/inst2020,true,799.0828176132452,52.077320070962365,0.0,189.78512538959342,144772.6268657854,113981.5950262611,180635.84323054316,0.7002403016194827,0.0032683167274533222,2.1395327072144337,148123.40286300765,3350.7759972222557,16.59108805656433,9.04
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,6,inst/inst2020,true,868.8662539943696,56.604997136652734,0.0,187.39989298463834,158161.64465980054,153039.68673205876,163462.10293711035,0.5967568982392546,0.005388331047724842,3.4572138726906156,163425.8157288907,5264.171069090167,16.59108805656433,9.04
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,7,inst/inst2020,true,848.7465747288936,55.218626286193164,6.297108749582221,153.01150930189013,154429.97747646034,149354.8346925702,159152.91241095713,0.7096665159993317,0.003844792897053175,2.0621528482794704,160902.5201553046,6472.542678844271,16.59108805656433,9.04
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,8,inst/inst2020,true,797.070641450282,51.95498235934164,0.0,214.21944549691085,143729.74753556936,103209.94743114708,174316.64176439357,0.65146084553156,0.0006034474347625479,2.424517712264679,147831.6125374431,4101.8650018737535,16.59108805656433,9.04
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,9,inst/inst2020,true,797.0899282507868,51.905746878145706,0.0,155.15826084447872,143770.40377703815,108633.56773664188,177377.72658063844,0.5728152367683393,0.0005401227227377261,1.9635797688355987,147787.46573926788,4017.0619622297236,16.59108805656433,9.04
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,10,inst/inst2020,true,812.0507599388276,53.01147185284822,0.0,197.44233470542775,141328.96136621636,90172.09795667761,169609.30691607372,0.7087041435489292,0.0018215305535927966,1.955172907583544,153357.34364448627,12028.382278269914,16.59108805656433,9.04
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,1,inst/inst2020,true,850.4993621936494,101.24298858581072,17.23226027861229,147.7960040103963,144765.80492829616,135157.46873832622,160280.22747387274,0.11019032175214125,0.00017261534197637797,0.40739148050067453,163407.96185935606,18642.1569310599,10.83799409866333,5.36
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,2,inst/inst2020,true,896.0556909365832,106.21032012242934,26.92135593560582,178.4968595332139,148952.02452122793,139710.446332857,153105.77840487438,0.21749037873155844,0.01084270171594393,0.8485872022768415,170544.0492686421,21592.024747414165,10.83799409866333,5.36
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,3,inst/inst2020,true,879.4953073593783,104.3828006237569,13.898895317737413,256.9639898429048,141646.16465072436,103306.57856318238,180550.38005239549,0.28804675885291453,0.0004057508381111429,2.2849779391132996,160574.6122010744,18928.447550350043,10.83799409866333,5.36
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,4,inst/inst2020,true,879.7462318332521,104.18150704397834,13.176259555019922,225.37431050004184,140341.62535102817,98122.07003533156,189319.67432814135,0.20218578908573775,6.679443409641016e-5,1.2985178540795075,160558.25509910437,20216.6297480762,10.83799409866333,5.36
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,5,inst/inst2020,true,853.1256273751814,101.17840462381297,53.54959603382692,187.49951712023537,145641.06888248055,134151.16248173508,154251.25090158812,0.24535375569784537,0.00012466218544635653,2.159056287920876,164868.6813261837,19227.61244370314,10.83799409866333,5.36
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,6,inst/inst2020,true,878.4135821683484,104.0531170991592,14.335020904252952,298.96922883503294,139993.72313485897,96786.34837082977,176513.060541143,0.30395136321741445,0.00036521393107424854,1.580984668659498,160346.53996832576,20352.816833466786,10.83799409866333,5.36
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,7,inst/inst2020,true,850.0449769494969,101.04500888189642,15.62742717369309,189.67902109520776,144519.28308972783,137076.34259148245,147870.40998109276,0.20695767557559838,1.0340308932139403e-5,0.6078048768124164,163950.29898399103,19431.015894263197,10.83799409866333,5.36
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,8,inst/inst2020,true,876.5618479158308,103.8541369138167,12.35006293641058,246.89463677775834,138518.41706431337,95545.85387527972,171979.3592433537,0.28932541382551735,0.0016945008598567757,1.1661977045681233,159945.7325296828,21427.315465369436,10.83799409866333,5.36
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,9,inst/inst2020,true,880.7537457700456,104.52529110280267,14.76316124571525,222.3700063410812,139121.96634458378,103499.16711953034,172547.35871784843,0.28707233777194235,0.0028735130304207743,1.3863778911398688,160661.06932915322,21539.102984569443,10.83799409866333,5.36
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,10,inst/inst2020,true,981.4124446985819,116.65992411148345,32.38342699240053,179.66258864019818,165043.4888742699,157980.3617790703,171948.7672126035,0.2057473471885864,0.0001547162151687296,0.7743909650306607,187845.45939120755,22801.97051693764,10.83799409866333,5.36
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,1,inst/inst2020,true,765.9269824746247,141.03400907542655,0.0,521.6698958906129,142706.95138698225,131530.608863507,151515.31510837126,0.7923713007749555,0.046802042394649135,2.235220487980712,146947.42239227766,4240.471005295403,11.734663009643555,7.18
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,2,inst/inst2020,true,779.9252982341284,142.91735984381154,0.0,581.4858250878921,144414.06961534126,128149.45370243372,153290.72839825615,0.7685566135795666,0.028248398962651883,2.123730612121495,149263.9815365295,4849.911921188235,11.734663009643555,7.18
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,3,inst/inst2020,true,800.7065440494108,147.43869088168643,0.0,636.7767594034174,133752.48744467375,87998.01172953018,177365.02775372792,0.6224484177495817,8.140247001956533e-5,3.220978523264442,149439.194868897,15686.707424223248,11.734663009643555,7.18
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,4,inst/inst2020,true,834.2994191110931,152.66820539289492,0.0,517.0940471143808,155329.25694239393,138717.51648132165,170276.39196965928,0.7268274912053718,9.448986696502322e-5,2.3940322126521125,160006.15426863887,4676.8973262449435,11.734663009643555,7.18
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,5,inst/inst2020,true,840.5225418821863,154.72928043976663,0.0,737.6884701115787,157399.10290629862,147909.49642994595,164662.40467347388,0.8795553033526727,0.09734023677731965,2.875042192738124,161584.9595821625,4185.856675863877,11.734663009643555,7.18
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,6,inst/inst2020,true,801.2051250802641,147.51060393005054,0.0,459.16738807156565,131115.05524772368,91416.49334625606,169325.14910064553,0.6029650334012402,0.0007044702740713236,3.0100165465521913,149512.64273030878,18397.587482585106,11.734663009643555,7.18
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,7,inst/inst2020,true,1363.106649811061,263.4483026724273,88.8673800368618,494.4147242715421,197183.87679721657,111266.41751160739,307650.6227883798,0.23581476301655308,0.00010997772254960758,1.1894350576397275,255266.14103674568,58082.26423952912,11.734663009643555,7.18
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,8,inst/inst2020,true,805.1307057688832,148.0289133982491,0.0,556.5212817034975,150944.1938839852,130770.46044170912,161615.39135730112,0.7315588004836615,0.0009851634243127792,2.139349689569326,155676.278106284,4732.084222298814,11.734663009643555,7.18
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,9,inst/inst2020,true,811.1558259210577,149.37412442117272,0.0,573.257710199797,152580.45328750822,132687.3401205084,165092.9028777904,0.8089850863674826,0.0003785497006491509,2.2860623475776025,155915.1615863996,3334.7082988913753,11.734663009643555,7.18
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,10,inst/inst2020,true,764.1846018040717,141.11903788288603,14.039993305729206,463.25650951197383,141359.3925141395,132233.45703224672,154540.5542173002,0.7111406985667019,0.0003600079208552289,2.487901257018378,146064.28568375346,4704.8931696139625,11.734663009643555,7.18
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,1,inst/inst2020,true,799.7022643781804,188.55593625268102,0.0,834.9983084744588,142577.65727575897,98605.6974365714,179690.1492802209,0.6971708169784563,0.0008770736191105542,2.3936991781400936,152530.93195656428,9953.274680805305,16.823601007461548,9.21
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,2,inst/inst2020,true,758.4101056832544,179.53254314013427,0.0,787.0920270521162,136316.82842617587,123720.46008441623,149950.1761867053,0.65199783877764,0.00045600701006401546,3.3214177201774966,142423.98177381945,6107.153347643587,16.823601007461548,9.21
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,3,inst/inst2020,true,779.8922615022202,184.45199303756374,13.77971517472782,1022.678141828305,131427.20564093083,122463.71784101239,135807.90972028216,0.6641927928472778,0.02252724923674297,2.587048341775116,146165.3916353081,14738.185994377272,16.823601007461548,9.21
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,4,inst/inst2020,true,827.2549810802585,198.18664884192575,0.0,399.8983630104816,118094.1550204068,68854.73478599718,169254.74184421412,0.5424494781292809,0.0002216257022900024,2.6490701893548243,162147.53291353385,44053.37789312705,16.823601007461548,9.21
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,5,inst/inst2020,true,801.3506120921196,188.31590305969604,0.0,951.648392642369,143788.82636408892,88735.40606857387,186431.39140008655,0.7557615456517421,0.005039596564930399,3.7222183181735007,152642.85828954563,8854.031925456715,16.823601007461548,9.21
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,6,inst/inst2020,true,800.41989979867,188.65714866992334,0.0,991.6800438912506,143033.39783329004,99239.18715158587,178139.2077166075,0.7057093059875613,0.007919847326433482,2.891083235415436,152608.7471852416,9575.349351951561,16.823601007461548,9.21
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,7,inst/inst2020,true,865.0947790618351,206.80552757616834,0.0,460.94261927753644,125005.75702550424,75171.50640886577,174221.40162990644,0.3087571849032385,0.00021439237172702537,1.0,169494.63240974286,44488.87538423862,16.823601007461548,9.21
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,8,inst/inst2020,true,796.5141251032722,187.21066002501775,0.0,980.4429711604921,143888.91686385154,80307.42723832834,179112.24697725187,0.6929380323691154,0.0027189084513790825,2.9603249504829283,151900.70731820926,8011.790454357717,16.823601007461548,9.21
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,9,inst/inst2020,true,891.7852101393394,208.85236118353404,0.0,802.5213594414109,151807.33347524222,133571.65844314196,163440.9608228755,0.7272687656466493,0.017785302084276162,1.9412555177124315,167834.49647213175,16027.162996889529,16.823601007461548,9.21
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,10,inst/inst2020,true,846.4803075280777,202.53443816342258,0.0,450.7648176711812,122642.72888800489,84276.09534556663,169225.34716284752,0.36033481264042483,0.0009693481286436032,2.380004945617067,165290.94412034724,42648.21523234235,16.823601007461548,9.21
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,1,inst/inst2020,true,778.5854419586404,140.44434778978746,7.530889804579167,494.1426225360575,151812.41983099194,144056.01969839793,158313.59703628815,0.7160161695860819,0.003899544700488755,2.8688632731007644,157739.31063684096,5926.89080584902,15.44383978843689,5.73
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,2,inst/inst2020,true,814.3885089585856,147.07072892017146,4.518217339387247,271.42085867303047,125295.3782961068,88528.0135148615,162178.06379208644,0.3272607863262772,0.0001479962707016362,1.2905320196496772,157233.60447185696,31938.226175750155,15.44383978843689,5.73
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,3,inst/inst2020,true,800.763977442002,143.4811626572321,1.0223842955028482,285.430760204784,124605.94641339614,86264.49562925895,165485.2578803969,0.34183724639644414,6.25255918691059e-5,1.0460212304936247,154601.61652889967,29995.670115503526,15.44383978843689,5.73
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,4,inst/inst2020,true,789.0579588686763,143.4181007809877,4.713845656415161,677.5746563190434,154128.54855211696,140929.63542885266,166283.0347850679,0.7431595405699839,0.00020228256109296273,2.4541540225683063,159455.90546704258,5327.356914925622,15.44383978843689,5.73
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,5,inst/inst2020,true,819.2073107502466,147.24349729310467,0.009066631626865274,342.8209487109425,127509.38195674427,86320.4426056274,178173.40687854053,0.4364556482091511,4.378815939543639e-5,2.2603650398872133,158647.85002294887,31138.4680662046,15.44383978843689,5.73
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,6,inst/inst2020,true,836.9741705848949,151.0679230394424,4.137706735499458,686.4541658809823,161791.28655204308,149488.23079777166,167466.86165614036,0.6981169123307397,0.006928966488125571,1.6912512051159887,170807.82183378228,9016.535281739198,15.44383978843689,5.73
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,7,inst/inst2020,true,821.3765655653131,148.33855903786008,0.16690113670406262,402.50685905735094,127556.27158847875,74099.91631135909,166999.3374874524,0.40228583859526507,0.002276594415196918,1.2264106591020467,158868.40793380936,31312.13634533061,15.44383978843689,5.73
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,8,inst/inst2020,true,772.9281904057107,139.59988189013356,16.78449239039138,486.40572470019015,147744.35743760847,141694.0433762627,153074.71060929526,0.8433148219529107,0.005470361761140799,2.914886897124891,156313.92975226566,8569.572314657184,15.44383978843689,5.73
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,9,inst/inst2020,true,856.1372192093999,154.42347110119135,11.530889804579168,533.2214198721973,167783.66765341873,153992.35571780492,173831.31110102535,0.6991750103253824,0.2083274567750167,2.549145779785752,174763.75115428958,6980.083500870853,15.44383978843689,5.73
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,10,inst/inst2020,true,831.6108295627412,149.82946231632798,0.0,357.69745335977115,129809.79432752065,79748.31057005031,168535.435892505,0.38727982499125513,0.0013241392203797,1.0444875114269592,160743.2580278794,30933.463700358756,15.44383978843689,5.73
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,1,inst/inst2020,true,775.2116562938934,198.79891480828488,12.955798026405432,721.9409631959753,136411.3460845096,122421.14709549006,153030.57024663937,0.6152632841976529,0.0006672303877877941,1.8609895611200649,142780.37141391216,6369.025329402561,15.830672025680542,9.58
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,2,inst/inst2020,true,790.5156104353384,203.26484706539662,0.0,737.8989460343186,138893.96811143926,125211.75823809241,150414.95426216276,0.5969064764889597,0.0038848762965494666,2.0795302151012587,146773.7390435112,7879.77093207193,15.830672025680542,9.58
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,3,inst/inst2020,true,841.4839745971108,215.9007314123592,0.0,650.2328805665256,148172.90893572904,134591.9949019413,168016.52760703082,0.6061640559165328,0.001509214936016599,1.4214145827995084,156664.9891432187,8492.080207489664,15.830672025680542,9.58
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,4,inst/inst2020,true,1035.8643591786322,274.99238802544755,52.31214856312016,679.2825989131777,139534.36677063757,88711.77816651325,214707.32235554358,0.18634805709365204,0.00014955090841942866,0.956205278909748,199453.28586433775,59918.919093700184,15.830672025680542,9.58
