InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,DemandProfile,J,BatteryScale,PVScale,Fairness,House,InstFolder,Status,PVReceivedExpected,PVReceivedMin,PVReceivedMax,CostExpected,CostMin,CostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,SA,4,inst/inst2020,true,89.74927371259169,0.0,433.0835382771787,147875.6715469674,107421.9856616194,192046.17567140496,0.3549951798090972,0.0001313206459429433,1.1367635965156528,8.824464082717896,3.81
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,SA,5,inst/inst2020,true,1012.99858791388,0.0,2654.7398984349798,208100.89597718732,2922.56,1.3257285702800874e8,0.5473786944740436,0.0036400759151233074,4.461928562309769,8.824464082717896,3.81
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,SA,1,inst/inst2020,true,134.13689858995585,6.113579874892812,405.8578904072742,159852.68050583874,155534.5191441803,164813.62745667537,0.019943441003919905,0.00015556397675941847,0.072701310694039,52.85602807998657,25.52
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,SA,2,inst/inst2020,true,14.860791994936775,0.0,82.7201471299388,146042.91699620255,124008.5365048186,161980.4708952151,0.017816522147744183,5.599461798816832e-5,0.08526016197143006,52.85602807998657,25.52
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,SA,3,inst/inst2020,true,44.692257353775474,0.0,285.4321741065711,152460.92417232195,97625.13749915577,174167.0304721723,0.06151452041101708,0.00019886033179491183,0.3302029170364783,52.85602807998657,25.52
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,SA,4,inst/inst2020,true,102.40495370479951,0.0,438.1561115341818,153968.87372444768,150238.43167694853,159798.93494977473,0.017714261521724024,2.0081195268641293e-5,0.06345797642789003,52.85602807998657,25.52
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,SA,5,inst/inst2020,true,179.68617746356745,0.0,639.0401942749619,162408.89482312504,146720.21329323103,170320.43697194583,0.017786612964240684,5.083070774421057e-5,0.06790069802548694,52.85602807998657,25.52
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,SA,6,inst/inst2020,true,127.35688115657557,0.0,430.6408068532389,153519.16195440426,145524.21102164383,157344.1074246328,0.026627493993420143,0.00011043256862866159,0.06708149881143709,52.85602807998657,25.52
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,SA,7,inst/inst2020,true,15.296942561095518,0.0,84.17399704955031,146151.54053327814,121252.89141391843,164798.63952431217,0.01976084292109662,1.2794539865614823e-5,0.07930473672684972,52.85602807998657,25.52
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,SA,8,inst/inst2020,true,149.40045517520468,0.0,559.3069430712126,159304.17600832705,152061.24759392277,164481.16272939325,0.03257137620187953,0.0001301631524174953,0.08237202689229273,52.85602807998657,25.52
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,SA,9,inst/inst2020,true,55.13928854598723,0.0,253.16068056359615,152826.5661058303,112823.7900284743,174719.14550242288,0.07755584459520178,0.001648864313270577,0.24495926366563195,52.85602807998657,25.52
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,SA,10,inst/inst2020,true,17.34817849899542,0.0,105.06768151404276,145224.28735396056,122208.35002817206,165051.82878617087,0.021993561467108014,8.90756885171121e-6,0.08571236917363183,52.85602807998657,25.52
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,SA,1,inst/inst2020,true,139.7819329781918,7.688331162370852,543.9017168981753,156436.50145081067,121907.78105543055,190524.49282877523,0.037437646709900824,3.287434845777776e-5,0.14263659642753845,56.17477512359619,26.91
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,SA,2,inst/inst2020,true,46.636851885389476,0.0,250.47073313548566,151141.17920593166,104251.87721095279,182735.71974764462,0.06312699868259557,0.00961699227120823,0.2608067155125424,56.17477512359619,26.91
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,SA,3,inst/inst2020,true,206.62552125423747,7.688331162370852,491.35416363942574,155615.88596110305,116185.2169304194,192404.30783644097,0.035412060976490856,0.00010745655541568101,0.1607604944173377,56.17477512359619,26.91
