InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,Fairness,InstFolder,Status,ExpectedCost,ScenarioCostExpected,ScenarioCostMin,ScenarioCostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,2,4,32,0.2,100.0,10.0,5,NONE,inst/inst2020,true,706695.4509321759,706695.4509321759,684121.4336861675,731522.1756910714,NaN,NaN,NaN,4.656605958938599,0.03
1,Drahi_1.csv,6,2,4,32,0.2,100.0,20.0,5,NONE,inst/inst2020,true,557264.763027101,557264.7630271013,495156.6477434291,659638.9754552935,NaN,NaN,NaN,0.08704209327697754,0.04
1,Drahi_1.csv,6,2,4,32,0.6,100.0,10.0,5,NONE,inst/inst2020,true,728671.8400285691,728671.8400285691,690310.6823825347,759265.3542946882,NaN,NaN,NaN,0.07267999649047852,0.03
1,Drahi_1.csv,6,2,4,32,0.6,100.0,20.0,5,NONE,inst/inst2020,true,624525.1250989909,624525.1250989906,522959.2832708234,700841.3944504157,NaN,NaN,NaN,0.07637500762939453,0.03
1,Drahi_1.csv,6,2,4,32,0.2,100.0,10.0,10,NONE,inst/inst2020,true,1.313732151141996e6,1.3137321511419956e6,1.2431310013878248e6,1.3670472145881979e6,NaN,NaN,NaN,0.14827990531921387,0.06
1,Drahi_1.csv,6,2,4,32,0.2,100.0,20.0,10,NONE,inst/inst2020,true,1.3649303358231129e6,1.3649303358231129e6,1.2597930485788123e6,1.4514115245005344e6,NaN,NaN,NaN,0.12587690353393555,0.05
1,Drahi_1.csv,6,2,4,32,0.6,100.0,10.0,10,NONE,inst/inst2020,true,1.3024567465434894e6,1.302456746543489e6,1.0694699308928777e6,1.4269177571356068e6,NaN,NaN,NaN,0.12878108024597168,0.05
1,Drahi_1.csv,6,2,4,32,0.6,100.0,20.0,10,NONE,inst/inst2020,true,1.365801442182118e6,1.365801442182118e6,1.2155894097385658e6,1.5030573653448436e6,NaN,NaN,NaN,0.13727998733520508,0.05
2,Drahi_2.csv,6,2,4,32,0.2,100.0,10.0,5,NONE,inst/inst2020,true,624454.8544918174,624454.8544918174,586216.7196839231,677108.514730375,NaN,NaN,NaN,0.06171298027038574,0.02
2,Drahi_2.csv,6,2,4,32,0.2,100.0,20.0,5,NONE,inst/inst2020,true,723874.4374824609,723874.437482461,681703.5162361093,752376.0894035482,NaN,NaN,NaN,0.07213091850280762,0.03
2,Drahi_2.csv,6,2,4,32,0.6,100.0,10.0,5,NONE,inst/inst2020,true,658359.5362623247,658359.5362623247,590742.2903817229,718122.337462115,NaN,NaN,NaN,0.06545281410217285,0.03
2,Drahi_2.csv,6,2,4,32,0.6,100.0,20.0,5,NONE,inst/inst2020,true,572335.5314805403,572335.5314805402,531197.6506375002,659879.0185139254,NaN,NaN,NaN,0.0500638484954834,0.02
2,Drahi_2.csv,6,2,4,32,0.2,100.0,10.0,10,NONE,inst/inst2020,true,1.42253219931577e6,1.42253219931577e6,1.3824036833555105e6,1.4718761414327202e6,NaN,NaN,NaN,0.1075887680053711,0.04
2,Drahi_2.csv,6,2,4,32,0.2,100.0,20.0,10,NONE,inst/inst2020,true,1.4311966174125487e6,1.4311966174125487e6,1.337238264249002e6,1.5377062808966502e6,NaN,NaN,NaN,0.14019298553466797,0.06
2,Drahi_2.csv,6,2,4,32,0.6,100.0,10.0,10,NONE,inst/inst2020,true,1.4257480133902973e6,1.4257480133902973e6,1.358809113699176e6,1.4845033150609138e6,NaN,NaN,NaN,0.12611794471740723,0.05
2,Drahi_2.csv,6,2,4,32,0.6,100.0,20.0,10,NONE,inst/inst2020,true,1.5214124480735115e6,1.5214124480735117e6,1.3936341737504993e6,1.5840393203095132e6,NaN,NaN,NaN,0.15563106536865234,0.06
3,Drahi_3.csv,6,2,4,32,0.2,100.0,10.0,5,NONE,inst/inst2020,true,532979.4663402606,532979.4663402608,466349.0550661939,626988.5217248307,NaN,NaN,NaN,0.0681450366973877,0.03
3,Drahi_3.csv,6,2,4,32,0.2,100.0,20.0,5,NONE,inst/inst2020,true,718098.4329292523,718098.4329292526,668218.4568050774,760126.5526986243,NaN,NaN,NaN,0.04856610298156738,0.02
3,Drahi_3.csv,6,2,4,32,0.6,100.0,10.0,5,NONE,inst/inst2020,true,402095.7216649655,402095.7216649653,346376.54133708344,507546.07546464086,NaN,NaN,NaN,0.06410002708435059,0.03
3,Drahi_3.csv,6,2,4,32,0.6,100.0,20.0,5,NONE,inst/inst2020,true,685459.5011712852,685459.5011712853,611089.0024374609,734300.9805299374,NaN,NaN,NaN,0.07047104835510254,0.03
3,Drahi_3.csv,6,2,4,32,0.2,100.0,10.0,10,NONE,inst/inst2020,true,1.33578570196174e6,1.3357857019617395e6,1.2649696173389233e6,1.4212759852243348e6,NaN,NaN,NaN,0.15162992477416992,0.06
