InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,DemandProfile,J,BatteryScale,PVScale,Fairness,InstFolder,InstanceID,Status,ExpectedCost,ScenarioCostExpected,ScenarioCostMin,ScenarioCostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,6,4,0.2,100.0,10.0,mixed,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_37324,true,731157.6037151434,731157.6037152853,541859.6501107079,2.4878320075463337e8,0.16725149583166538,2.209611143543055e-6,4.295977432357693,399.28163599967957,152.73
1,Drahi_1.csv,6,6,4,0.2,100.0,20.0,mixed,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_37324,true,690337.0512953098,690337.0512954347,402230.53859214386,1.1889843882727611e8,0.10212649709991825,1.3734700533086126e-6,4.601583494581817,697.9404909610748,439.9
1,Drahi_1.csv,6,6,4,0.6,100.0,10.0,mixed,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_37324,true,681243.5548341058,681243.5548343115,345581.02391731937,6.4044379392782345e7,0.2419329885729193,2.748182783838636e-6,4.182178901719208,354.9623010158539,111.39
1,Drahi_1.csv,6,6,4,0.6,100.0,20.0,mixed,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_37324,true,712657.842480002,712657.842479958,422432.8426862281,3.6201347332231894e7,0.237970784239756,5.394063738488274e-6,4.9954024438091755,276.617479801178,26.54
1,Drahi_1.csv,6,6,4,0.2,100.0,10.0,mixed,10,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_37324,true,1.4178336686846835e6,1.4178336686847315e6,1.3340564462421471e6,1.487741586184001e6,0.041070570391510394,2.006548386408105e-6,0.32054029847483156,1758.4134168624878,701.08
1,Drahi_1.csv,6,6,4,0.2,100.0,20.0,mixed,10,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_37324,true,1.53155998121454e6,1.531559981214588e6,1.2729003600449753e6,1.6580434680824466e6,0.03700648694754893,2.8524496795317644e-7,0.6885519991008214,1603.2610528469086,800.87
1,Drahi_1.csv,6,6,4,0.6,100.0,10.0,mixed,10,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_37324,true,1.4447665050492878e6,1.4447665050495018e6,1.0138530494126589e6,1.545839563895815e6,0.08415564459281405,8.33534368076478e-8,0.9847662334341266,1472.4206337928772,703.82
1,Drahi_1.csv,6,6,4,0.6,100.0,20.0,mixed,10,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_37324,true,1.4490054886101184e6,1.4490054886101487e6,1.0031561920369215e6,1.6250011187923034e6,0.06847086204452998,4.252264688849587e-7,0.8155977391008359,1665.3828151226044,856.1
2,Drahi_2.csv,6,6,4,0.2,100.0,10.0,mixed,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_37324,true,740093.9945943803,740093.9945943311,605256.7616545096,802123.6957173976,0.0645099553003545,3.3056623426442396e-7,0.7188753364735552,575.4191858768463,374.45
2,Drahi_2.csv,6,6,4,0.2,100.0,20.0,mixed,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_37324,true,717763.5924934114,717763.5924934582,593375.204436725,7.248303423340166e7,0.05982996527721356,5.768564344921307e-7,4.882174115949801,689.2029190063477,441.01
2,Drahi_2.csv,6,6,4,0.6,100.0,10.0,mixed,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_37324,true,694646.5116565125,694646.5116565707,488215.45295544335,796144.111952203,0.06276986632454891,4.510401292850463e-7,0.49123351957505623,266.3491189479828,72.38
2,Drahi_2.csv,6,6,4,0.6,100.0,20.0,mixed,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_37324,true,665415.1611028332,665415.161102837,445435.7245732048,772960.2293050026,0.123376556570316,2.7331064014632906e-5,0.770549764707126,214.471510887146,20.08
2,Drahi_2.csv,6,6,4,0.2,100.0,10.0,mixed,10,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_37324,true,1.44098555776272e6,1.4409855577628578e6,1.3606675811905507e6,1.520527866179852e6,0.05598354007724003,2.9459671350245274e-7,0.4304217856832469,1748.1605200767517,928.96
2,Drahi_2.csv,6,6,4,0.2,100.0,20.0,mixed,10,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_37324,true,1.494595678711189e6,1.4945956787112572e6,1.377881930043723e6,1.6255020241593388e6,0.022444170856116278,2.3322844137441224e-7,0.31596881994727183,960.1209638118744,237.3
2,Drahi_2.csv,6,6,4,0.6,100.0,10.0,mixed,10,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_37324,true,1.5129205007023835e6,1.512920500702448e6,1.334930935810449e6,1.5888603146296407e6,0.031130755515237585,1.1569417336021974e-6,0.4337054191022169,2193.0460679531097,1375.44
2,Drahi_2.csv,6,6,4,0.6,100.0,20.0,mixed,10,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_37324,true,1.4013427784937914e6,1.401342778493939e6,1.16184537368338e6,1.591430867317373e6,0.05508377755003432,1.2409674518927518e-6,0.2845713818546207,1137.8694579601288,329.09
3,Drahi_3.csv,6,6,4,0.2,100.0,10.0,mixed,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_37324,true,662490.4680782629,662490.4680782616,387175.349088307,762825.708715693,0.113459360035934,8.531360566704053e-7,0.9483818272696084,415.35486698150635,121.54
3,Drahi_3.csv,6,6,4,0.2,100.0,20.0,mixed,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_37324,true,752554.2534207909,752554.2534207819,549748.0189437388,1.3570350355292726e8,0.2886308427130021,3.3751808022474276e-6,4.713098532882282,213.42846202850342,17.45
3,Drahi_3.csv,6,6,4,0.6,100.0,10.0,mixed,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_37324,true,696010.5852234673,696010.5852235352,372699.4596984196,1.7651015225104442e8,0.2819226528650579,4.6894087884144706e-5,4.077391180351883,212.38901901245117,15.58
3,Drahi_3.csv,6,6,4,0.6,100.0,20.0,mixed,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_37324,true,757191.7252270698,757191.7252269841,408214.7552401998,5.2406099916509473e8,0.27834893575132885,9.037886404907609e-6,4.38613014823712,203.22944498062134,17.62
3,Drahi_3.csv,6,6,4,0.2,100.0,10.0,mixed,10,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_37324,true,1.4271107737070392e6,1.4271107737070164e6,1.2252865942379031e6,1.512735074254614e6,0.05580580588780296,4.7533867601264857e-7,0.46816938199436126,1665.790445804596,848.49
3,Drahi_3.csv,6,6,4,0.2,100.0,20.0,mixed,10,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_37324,true,1.4414441897898074e6,1.441444189789849e6,1.1086958322178368e6,1.5845288450772094e6,0.06200766939253576,1.2773879941937758e-6,0.6550707509722437,1323.5779769420624,552.07
3,Drahi_3.csv,6,6,4,0.6,100.0,10.0,mixed,10,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_37324,true,1.5077255634571381e6,1.5077255634571682e6,1.0465129662618024e6,3.0542116069154495e8,0.0978746741705128,3.594602790756179e-6,4.55440549553817,1173.4486758708954,362.06
3,Drahi_3.csv,6,6,4,0.6,100.0,20.0,mixed,10,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_37324,true,1.4266272359778886e6,1.4266272359780208e6,942887.3196015777,1.6581637004994196e6,0.08252983626150134,5.525659416682202e-6,0.7178543624308118,1746.2464079856873,995.41
4,Drahi_4.csv,6,6,4,0.2,100.0,10.0,mixed,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_37324,true,711508.7955749212,711508.7955749637,647454.6359205473,766123.9163590762,0.04693982193510076,7.759744680599483e-7,0.23832602966009958,238.47373580932617,38.54
4,Drahi_4.csv,6,6,4,0.2,100.0,20.0,mixed,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_37324,true,669623.4982568693,669623.4982569971,361977.1897302759,6.502253621577939e8,0.35518777864503914,3.84107991402704e-6,1.6503304297634334,500.51824402809143,294.69
4,Drahi_4.csv,6,6,4,0.6,100.0,10.0,mixed,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_37324,true,760978.7237095485,760978.7237095487,431849.44597483845,1.5414353344744716e9,0.6696440911187648,5.563935049359511e-7,4.062298502626456,477.00218510627747,277.5
4,Drahi_4.csv,6,6,4,0.6,100.0,20.0,mixed,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_37324,true,673583.3918052262,673583.3918054288,543811.8711515882,803927.703608672,0.0673253156396626,3.1731579377012088e-6,0.37137240947311917,501.1714539527893,306.59
4,Drahi_4.csv,6,6,4,0.2,100.0,10.0,mixed,10,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_37324,true,1.4877266439262778e6,1.487726643926222e6,1.0398482898614838e6,1.5855419099542822e6,0.07516401632208831,5.085207282894831e-7,0.985458905034949,1549.452439069748,705.0
4,Drahi_4.csv,6,6,4,0.2,100.0,20.0,mixed,10,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_37324,true,1.4306391944318889e6,1.4306391944319934e6,1.0594983717911127e6,1.5951720571828526e6,0.07064878081028195,4.833518771702523e-6,0.49582239314903953,1166.5653841495514,426.15
4,Drahi_4.csv,6,6,4,0.6,100.0,10.0,mixed,10,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_37324,true,1.5535310965271655e6,1.5535310965272917e6,915776.6996927737,1.2018752167036304e9,0.2520709393458664,1.599483796562198e-6,3.020311615293827,1216.1392741203308,497.8
4,Drahi_4.csv,6,6,4,0.6,100.0,20.0,mixed,10,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_37324,true,1.4334229099580722e6,1.4334229099580615e6,796451.5483470319,6.250932880025928e7,0.08161330262309845,8.509045290768616e-7,5.6512827926578835,1698.4611639976501,920.27
5,Drahi_5.csv,6,6,4,0.2,100.0,10.0,mixed,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_37324,true,742837.6090106384,742837.6090106787,465465.99772058695,1.0521951047544172e8,0.5002968848044942,0.00012238272158222557,4.0075488522018805,657.1653480529785,455.72
