InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,DemandProfile,J,BatteryScale,PVScale,Fairness,InstFolder,Status,ExpectedCost,ScenarioCostExpected,ScenarioCostMin,ScenarioCostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
5,Drahi_5.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,PEA,inst/inst2020,true,727726.4580154328,727726.4580154347,648243.8696228161,791698.3220172297,0.11404009721516288,6.618746156591066e-5,0.4799709842101644,2.0043909549713135,1.38
5,Drahi_5.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,PEA,inst/inst2020,true,666089.7334930103,666089.7334930089,564773.8087451046,788980.8283036058,0.45284011078387265,0.00041082013734389125,2.846548960356226,1.5509140491485596,1.04
5,Drahi_5.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,PEA,inst/inst2020,true,628710.8982900119,628710.8982900179,490835.356400954,820124.0486270089,0.38306244699185754,0.0002749371300397978,2.288176400183585,2.1421079635620117,1.31
5,Drahi_5.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,PEA,inst/inst2020,true,1.23053982183483e6,1.2305398218348254e6,1.0603055168888203e6,1.4162493219415853e6,0.4848604518643762,4.192734200885384e-5,2.574423996823437,3.4041998386383057,2.14
5,Drahi_5.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,PEA,inst/inst2020,true,1.368241175977532e6,1.3682411759775318e6,1.2230583304532408e6,1.5346435625952356e6,0.517415423511333,2.5756383581762902e-5,2.8711432271547204,3.6843149662017822,2.21
5,Drahi_5.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,PEA,inst/inst2020,true,1.2905215898402322e6,1.2905215898402305e6,1.0708894718288823e6,1.568051013923406e6,0.646322666076039,2.445761668601768e-5,8.516548131894341,3.6644959449768066,2.43
5,Drahi_5.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,PEA,inst/inst2020,true,1.4704620709988805e6,1.4704620709988845e6,1.29544866542989e6,1.6872728404853991e6,0.8150971979811406,0.00010167444659395293,6.979003333989132,3.939901113510132,2.37
6,Drahi_6.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,PEA,inst/inst2020,true,710246.1079592131,710246.1079592146,602008.5123648783,793142.8434290518,0.41969126509472454,3.57204151748477e-5,1.9617785907167051,1.7699460983276367,1.02
6,Drahi_6.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,PEA,inst/inst2020,true,749730.1600444771,749730.1600444812,636275.2419959591,878538.3846955039,0.4591884111931954,7.457876253571822e-5,2.3754295094431694,1.9958901405334473,1.42
6,Drahi_6.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,PEA,inst/inst2020,true,765585.8989909238,765585.8989909245,643443.1793429928,982226.8492754304,0.5002852284189527,0.00014073559817293644,2.7826303726888737,1.5312769412994385,1.01
6,Drahi_6.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,PEA,inst/inst2020,true,706510.1787472036,706510.178747204,548256.9767172405,900640.1826067484,0.6122533745272427,6.908639878542063e-5,3.408361468285177,1.990265130996704,1.21
6,Drahi_6.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,PEA,inst/inst2020,true,1.2810516556923552e6,1.2810516556923569e6,1.0999230908523735e6,1.4261595913632442e6,0.4827600053327544,4.668740846268224e-5,2.099562766853806,3.7249021530151367,2.46
6,Drahi_6.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,PEA,inst/inst2020,true,1.2993273652643398e6,1.2993273652643394e6,1.0732962262990328e6,1.5099622630600815e6,0.5537536664555309,7.440947097166505e-5,2.986897150765633,3.377941846847534,2.03
6,Drahi_6.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,PEA,inst/inst2020,true,1.3735052836163102e6,1.3735052836163128e6,1.1791098448377377e6,1.5486668356610227e6,0.5603165125311993,5.92578118044932e-5,3.9713404674530515,3.605674982070923,2.46
6,Drahi_6.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,PEA,inst/inst2020,true,1.2755806914453534e6,1.2755806914453518e6,884628.7200770131,1.551555627656919e6,0.5037717756183437,5.252554704640054e-5,3.64960413748127,3.3450610637664795,1.78
7,Drahi_7.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,PEA,inst/inst2020,true,599436.3680569741,599436.368056974,518411.86303816113,710890.5454913029,0.2534168488348543,4.1222869254621895e-5,1.359639910084762,1.926712989807129,1.18
7,Drahi_7.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,PEA,inst/inst2020,true,752345.2976822254,752345.2976822242,692496.0325274614,811663.7486460295,0.10488610877358098,5.9559080318945705e-5,0.6680555169277901,1.9491848945617676,1.38
7,Drahi_7.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,PEA,inst/inst2020,true,721364.3430746829,721364.3430746847,596511.8249983763,923350.9923315208,0.494457604013612,5.823643754161018e-5,2.4305779366609785,1.542227029800415,1.03
7,Drahi_7.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,PEA,inst/inst2020,true,599251.0530792316,599251.0530792321,429609.63302004215,767808.6855673094,0.5233993570799275,1.4853245208399075e-5,4.928263749861911,1.903351068496704,1.08
7,Drahi_7.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,PEA,inst/inst2020,true,1.2720059408601946e6,1.2720059408601965e6,1.149031343701364e6,1.4541773928007926e6,0.44471806575523254,8.913917620522005e-6,2.497192962945531,3.4061288833618164,2.12
7,Drahi_7.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,PEA,inst/inst2020,true,1.2647866544670102e6,1.2647866544670095e6,1.1672002320580934e6,1.4427626045281673e6,0.5339689840705069,2.6946723955429014e-5,3.3668462460832815,3.877249002456665,2.28
7,Drahi_7.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,PEA,inst/inst2020,true,1.2939649928767013e6,1.2939649928766994e6,935186.9481823306,1.5798422993207648e6,0.6400550978200111,0.00020085545118890322,8.804470179123605,3.071094036102295,1.91
7,Drahi_7.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,PEA,inst/inst2020,true,1.3809322097429817e6,1.3809322097429815e6,1.2396975008665454e6,1.4996685944928224e6,0.6288438920440137,9.514726943287269e-5,6.093219179174815,3.7208149433135986,2.37
8,Drahi_8.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,PEA,inst/inst2020,true,739378.979745043,739378.9797450425,667196.2789876238,825011.3067396161,0.3941033829404562,7.517378306326037e-5,1.4730807217492925,1.5085620880126953,0.93
8,Drahi_8.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,PEA,inst/inst2020,true,706676.7527515785,706676.7527515776,632286.1381366493,788346.5695130262,0.11006937979083473,3.466833647646363e-6,0.5466994859821582,2.025477886199951,1.23
8,Drahi_8.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,PEA,inst/inst2020,true,765073.4282707744,765073.428270774,610364.4605267108,957124.3226750866,NaN,NaN,NaN,1.7565851211547852,1.06
8,Drahi_8.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,PEA,inst/inst2020,true,580242.2269709778,580242.2269709763,393986.9743111615,813991.6929100106,0.42589581191781417,2.921806828491482e-5,3.9214431844038353,1.7222099304199219,0.98
8,Drahi_8.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,PEA,inst/inst2020,true,1.4698672353771895e6,1.4698672353771904e6,1.3429476631256328e6,1.6037269153807005e6,0.6915678927289195,2.028222486856238e-5,4.228148589800955,4.149787902832031,2.75
8,Drahi_8.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,PEA,inst/inst2020,true,1.3719936453986242e6,1.371993645398623e6,1.2285547752398378e6,1.541482859742052e6,0.5937548672759259,2.08295919801755e-5,4.023325020348559,4.022695779800415,2.87
8,Drahi_8.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,PEA,inst/inst2020,true,1.375089280813618e6,1.3750892808136167e6,1.1654886676134956e6,1.5506458076318232e6,0.6222329956722721,3.6248247424235054e-5,3.4842654144472878,3.8901522159576416,2.36
8,Drahi_8.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,PEA,inst/inst2020,true,1.2447360280544958e6,1.2447360280544981e6,943905.7647792171,1.5528510249673142e6,0.6111338797206642,0.0003612198501727527,7.382018335019597,3.5169498920440674,2.22
9,Drahi_9.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,PEA,inst/inst2020,true,533679.3900009462,533679.3900009454,411724.88423153077,677447.8456388932,0.15903291290955857,0.00046842688789133725,1.1351260722723453,1.942600965499878,1.07
9,Drahi_9.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,PEA,inst/inst2020,true,576274.3356050006,576274.3356050008,433824.7520436158,706394.1003654512,0.2623287887782861,2.3068104771781664e-5,1.287660334756622,1.5618839263916016,1.03
9,Drahi_9.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,PEA,inst/inst2020,true,761250.637881624,761250.6378816232,631745.0306717968,930443.4059134219,0.5609305519233583,0.0001186929329048086,4.377054716049267,1.7944211959838867,1.01
9,Drahi_9.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,PEA,inst/inst2020,true,603145.9911507679,603145.9911507682,379095.2980965144,849861.6941916248,NaN,NaN,NaN,1.7137598991394043,1.15
9,Drahi_9.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,PEA,inst/inst2020,true,1.2784943162169612e6,1.278494316216963e6,1.1701169505507767e6,1.3671197097075707e6,0.5000678088239311,0.0001323643909688115,2.9257156950274643,3.5493719577789307,2.3
9,Drahi_9.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,PEA,inst/inst2020,true,1.3850014378905324e6,1.3850014378905327e6,1.2613579262149327e6,1.53526657171009e6,0.5519257729183635,3.557799229060738e-5,2.8901551007216275,3.6131579875946045,2.25
9,Drahi_9.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,PEA,inst/inst2020,true,1.3665787827133553e6,1.3665787827133555e6,1.099718609369184e6,1.530859122497404e6,0.6488459277190562,0.00010068930445721181,5.225504149132308,3.8012681007385254,2.46
9,Drahi_9.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,PEA,inst/inst2020,true,1.4491744796574037e6,1.4491744796574053e6,1.3233043756174946e6,1.6015626044462495e6,0.8498535833822242,0.0001230796424732679,8.169095377113006,3.724478006362915,2.38
10,Drahi_10.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,PEA,inst/inst2020,true,531070.4213209901,531070.4213209901,393614.5816759937,622894.2543971905,0.1860850554267004,0.0003353464829136885,0.9098172667236735,1.547132968902588,0.98
10,Drahi_10.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,PEA,inst/inst2020,true,553926.8556448782,553926.8556448789,415554.80664105096,716826.6519069544,0.2123040225376376,3.2994245345179543e-6,1.055270900815133,1.7391350269317627,0.99
10,Drahi_10.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,PEA,inst/inst2020,true,684050.4774565998,684050.4774566075,590746.5275167597,760034.4795851266,0.13405528948419135,4.87072002014797e-5,0.8679455020349945,2.1164679527282715,1.4
10,Drahi_10.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,PEA,inst/inst2020,true,768599.5687204843,768599.5687204836,648256.6644522828,889957.8593750343,0.5566318387216014,0.0004632108949839901,4.411442902176948,1.5993549823760986,1.04
10,Drahi_10.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,PEA,inst/inst2020,true,1.439199815877605e6,1.4391998158775987e6,1.3500618911782238e6,1.5457443321387777e6,0.5774334194165653,2.411269108201691e-7,2.956886031569615,3.2689690589904785,2.09
10,Drahi_10.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,PEA,inst/inst2020,true,1.484854657987503e6,1.4848546579875045e6,1.3775986548261854e6,1.5609246444821726e6,0.7150920604711977,0.0003495415366562758,3.7614235249652994,4.049006938934326,2.52
10,Drahi_10.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,PEA,inst/inst2020,true,1.5148354944882842e6,1.5148354944882828e6,1.3781814330096047e6,1.6316726629172994e6,NaN,NaN,NaN,3.8774750232696533,2.23
10,Drahi_10.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,PEA,inst/inst2020,true,1.3954103862458363e6,1.395410386245838e6,1.1242181055765185e6,1.5934301189288767e6,0.7561641436987148,0.0005894139479358003,7.500869407131811,3.50063419342041,2.2
