InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,J,Fairness,ExpectedCost_opt,RunTimeSec_opt,ModelSolveTimeSec_opt,Status_opt,ExpectedCost_restricted,RunTimeSec_restricted,ModelSolveTimeSec_restricted,Status_restricted,ExpectedCost_decomposed,RunTimeSec_decomposed,ModelSolveTimeSec_decomposed,Status_decomposed,GapPct_restricted,GapPct_decomposed,GapPct_opt,DecompBelowOpt
3,Drahi_3.csv,6,6,4,0.6,100.0,10.0,10,SA,1507725.563457138,1173.4486758708954,362.06,True,1515343.9328647356,270.1426830291748,255.83,True,1539046.478160079,66.56352090835571,34.25,True,0.5052888663722888,2.0773617866585603,0.0,False
3,Drahi_3.csv,6,6,4,0.6,100.0,20.0,5,SA,757191.7252270698,203.2294449806213,17.62,True,765168.4749617163,24.33827781677246,18.49,True,794018.7210212601,37.56411790847778,17.39,True,1.0534649902908644,4.863628928742791,0.0,False
3,Drahi_3.csv,6,6,4,0.6,100.0,20.0,10,SA,1426627.2359778886,1746.2464079856873,995.41,True,1442076.756181016,459.1391050815582,445.36,True,1504019.8453400754,74.86432695388794,38.85,True,1.0829402252745757,5.424865543740842,0.0,False
4,Drahi_4.csv,6,6,4,0.2,100.0,10.0,5,SA,711508.7955749212,238.47373580932617,38.54,True,711508.795574923,24.42971014976501,17.93,True,711513.1426725336,27.784336805343628,13.87,True,2.6645352591003757e-13,0.0006109689211886149,0.0,False
4,Drahi_4.csv,6,6,4,0.2,100.0,10.0,10,SA,1487726.6439262778,1549.452439069748,705.0,True,1497831.87693964,465.34322476387024,444.15,True,1525643.644153678,34.061683177948,14.52,True,0.6792399030169483,2.5486537047782587,0.0,False
4,Drahi_4.csv,6,6,4,0.2,100.0,20.0,5,SA,669623.4982568693,500.5182440280914,294.69,True,682266.3740855638,44.023361921310425,38.11,True,757584.3174086937,21.918009042739868,12.35,True,1.8880573727782624,13.135862074852467,0.0,False
4,Drahi_4.csv,6,6,4,0.2,100.0,20.0,10,SA,1430639.1944318889,1166.5653841495514,426.15,True,1439939.06249036,484.5520889759064,455.99,True,1480536.653623607,39.81110906600952,21.46,True,0.6500498584595338,3.487773813685613,0.0,False
4,Drahi_4.csv,6,6,4,0.6,100.0,10.0,5,SA,760978.7237095485,477.0021851062775,277.5,True,772616.0195070063,28.99915599822998,22.73,True,993185.365070123,21.676147937774655,13.11,True,1.5292537668766037,30.514209415558312,0.0,False
4,Drahi_4.csv,6,6,4,0.6,100.0,10.0,10,SA,1553531.0965271655,1216.1392741203308,497.8,True,1563781.8897252798,402.1299738883972,367.54,True,1634446.283257776,40.63611793518066,21.58,True,0.6598383013400433,5.208469074838096,0.0,False
4,Drahi_4.csv,6,6,4,0.6,100.0,20.0,5,SA,673583.3918052262,501.1714539527893,306.59,True,681000.2388737989,76.41740107536316,70.55,True,711497.1399654553,22.663578987121586,13.57,True,1.1011030198792904,5.628664337851164,0.0,False
4,Drahi_4.csv,6,6,4,0.6,100.0,20.0,10,SA,1433422.9099580722,1698.46116399765,920.27,True,1441959.3764729225,256.2479028701782,232.61,True,1471691.5263037323,68.51448702812195,39.46,True,0.5955302134176055,2.6697366199330164,0.0,False
5,Drahi_5.csv,6,6,4,0.2,100.0,10.0,5,SA,742837.6090106384,657.1653480529785,455.72,True,755034.9532386782,46.03239893913269,39.21,True,844091.3367104023,39.620276927948,21.2,True,1.6419933616830473,13.630667924126838,0.0,False
5,Drahi_5.csv,6,6,4,0.2,100.0,10.0,10,SA,1335841.3889949282,2518.668855190277,1739.46,True,1345877.5650242248,512.6344511508942,491.36,True,1398425.165777025,39.38397765159607,20.07,True,0.751299975579256,4.684970633316299,0.0,False
5,Drahi_5.csv,6,6,4,0.2,100.0,20.0,5,SA,753308.6934315325,690.857470035553,478.18,True,765009.5932833956,39.23088312149048,32.59,True,835174.2705646171,35.387127161026,22.69,True,1.553267598514263,10.867467460140933,0.0,False
5,Drahi_5.csv,6,6,4,0.2,100.0,20.0,10,SA,1499152.0575159886,1626.9974949359894,809.51,True,1501778.6721537577,264.2263231277466,242.58,True,1540675.634175344,44.64077711105347,26.03,True,0.17520668597961198,2.769804200392967,0.0,False
5,Drahi_5.csv,6,6,4,0.6,100.0,10.0,5,SA,793901.6576716708,302.5341169834137,98.23,True,802823.7610762619,37.16906809806824,31.54,True,972479.625936562,23.39232301712036,13.55,True,1.1238297991161161,22.493713993319897,0.0,False
5,Drahi_5.csv,6,6,4,0.6,100.0,10.0,10,SA,1528971.796191658,1376.0696449279783,554.94,True,1545234.5794583715,296.96453404426575,270.58,True,1568552.942824205,42.44190096855164,23.6,True,1.0636418086468868,2.5887427571348987,0.0,False
5,Drahi_5.csv,6,6,4,0.6,100.0,20.0,5,SA,792638.6965104503,293.69822812080383,86.62,True,800731.0780929946,72.01297187805176,57.64,True,937012.0403452324,20.642958879470825,11.3,True,1.0209420279593484,18.214268931150855,0.0,False
5,Drahi_5.csv,6,6,4,0.6,100.0,20.0,10,SA,1493826.5596854596,1362.05344414711,586.37,True,1505063.1006140695,312.24666023254395,288.82,True,1563803.9164580698,36.4979190826416,17.61,True,0.7521984969242945,4.684436510979206,0.0,False
6,Drahi_6.csv,6,6,4,0.2,100.0,10.0,5,SA,601305.9774093553,217.31289196014404,16.17,True,622451.1062773856,62.6030490398407,52.68,True,538225.03109181,15.675443649291992,6.27,True,3.5165339548313135,-10.49065678497344,0.0,True
