Date and time (UTC),Global_Solar_Flux,Direct_Solar_Flux,Diffuse_Solar_Flux,TGBT,T1,T2,T3,T4,T5,T6,T7,SZA,SAA,Pmax,Vmax,Imax,Voc,Isc,Tp,POA,AirTemp,wd,ws,rh,rain,GLO_ARP_J1,T2_ARP_J1,RH_ARP_J1,PMAX_ARP_J1,TPV_ARP_J1,Consommation,Fioul,Charbon,Gaz,Nucleaire,Eolien,Solaire,Hydraulique,Pompage,Bioenergies,Ech. physiques,Taux de Co2,Ech. comm. Angleterre,Ech. comm. Espagne,Ech. comm. Italie,Ech. comm. Suisse,Ech. comm. Allemagne-Belgique
2020-11-01 00:00:00+00:00,-0.39,-0.14,-0.5,12.24,2.05,0.72,0.62,0.85,4.27,0.85,1.84,90.0,-166.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.45,255.59,3.05,79.82,0.0,0.0,12.31,93.64,0.0,0.0,44165.47,83.23,7.0,1923.37,37799.23,5100.77,1.0,5771.57,-2154.47,1091.07,-5457.3,20.23,-1403.0,-3422.0,-1554.0,-1021.0,1613.0
2020-11-01 00:15:00+00:00,-0.43,-0.16,-0.51,11.96,1.64,0.78,0.61,0.83,4.38,0.86,1.78,90.0,-159.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.36,256.74,3.34,78.56,0.0,0.0,12.11,93.29,0.0,0.0,43881.47,83.73,7.0,1949.87,38009.73,5130.27,1.0,5702.07,-2155.47,1089.07,-5935.8,20.73,-1403.0,-3422.0,-1554.0,-1021.0,1613.0
2020-11-01 00:30:00+00:00,-0.42,-0.13,-0.49,12.12,1.94,0.73,0.61,0.83,4.05,0.83,2.08,90.0,-153.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.27,259.04,3.56,77.86,0.0,0.0,11.96,93.32,0.0,0.0,43604.47,83.77,7.0,1981.73,38052.93,5133.17,1.0,5625.57,-2175.6,1088.7,-6193.8,21.0,-1186.0,-3422.0,-1674.4,-1195.77,1240.6
2020-11-01 00:45:00+00:00,-0.24,-0.11,-0.37,12.72,2.03,0.78,0.62,0.83,4.48,1.27,1.68,90.0,-148.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.19,257.18,3.25,78.0,0.0,0.0,11.89,93.8,0.0,0.0,43335.47,83.27,7.0,2019.73,37904.93,5105.67,1.0,5541.07,-2217.6,1090.2,-6199.8,21.0,-721.0,-3422.0,-1932.4,-1570.27,442.6
2020-11-01 01:00:00+00:00,-0.11,-0.08,-0.27,11.51,1.58,0.75,0.62,0.83,4.22,0.87,1.69,90.0,-142.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.15,251.96,3.19,78.35,0.0,0.0,11.81,94.27,0.0,0.0,42987.6,83.23,7.0,2061.23,37886.2,5118.53,1.0,5514.2,-2206.17,1091.7,-6569.33,21.23,-473.0,-3422.0,-2070.0,-1770.0,17.0
2020-11-01 01:15:00+00:00,-0.12,-0.07,-0.28,12.23,1.99,1.17,0.62,0.84,4.05,0.86,1.6,90.0,-137.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.16,251.56,3.44,78.57,0.0,0.0,11.74,94.75,0.0,0.0,42549.6,83.73,7.0,2106.73,38015.2,5177.53,1.0,5553.2,-2133.67,1093.2,-7354.33,21.73,-473.0,-3422.0,-2070.0,-1770.0,17.0
2020-11-01 01:30:00+00:00,-0.38,-0.11,-0.48,12.54,1.96,0.76,0.62,0.84,4.47,0.81,1.99,90.0,-132.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.14,253.31,3.4,78.84,0.0,0.0,11.69,94.81,0.0,0.0,41916.53,83.77,7.0,2133.57,37864.67,5248.2,1.0,5451.73,-2128.6,1095.63,-7840.43,22.0,-257.87,-3411.27,-2122.03,-1783.3,-564.47
2020-11-01 01:45:00+00:00,-0.43,-0.13,-0.51,11.4,1.64,0.83,0.63,0.88,4.2,0.81,1.44,90.0,-128.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.07,244.74,3.35,79.52,0.0,0.0,11.66,94.41,0.0,0.0,41060.53,83.27,7.0,2139.07,37394.67,5332.2,1.0,5189.73,-2200.6,1099.13,-7984.93,22.0,203.13,-3388.27,-2233.53,-1811.8,-1810.47
2020-11-01 02:00:00+00:00,-0.43,-0.13,-0.5,12.52,2.04,0.79,0.64,0.88,4.16,0.89,2.0,90.0,-124.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.01,245.55,2.96,80.4,0.0,0.0,11.64,94.01,0.0,0.0,40324.93,83.23,7.0,2144.1,37123.47,5450.5,1.0,5030.4,-2247.4,1099.6,-8366.5,22.0,449.0,-3376.0,-2293.0,-1827.0,-2475.0
2020-11-01 02:15:00+00:00,-0.35,-0.12,-0.44,13.05,1.79,0.85,1.07,0.85,4.77,0.85,1.85,90.0,-120.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.92,243.1,2.51,81.82,0.0,0.0,11.61,93.61,0.0,0.0,39726.93,83.73,7.0,2148.6,37079.47,5608.0,1.0,4988.4,-2265.4,1096.6,-9019.0,22.0,449.0,-3376.0,-2293.0,-1827.0,-2475.0
