Date and time (UTC),Global_Solar_Flux,Direct_Solar_Flux,Diffuse_Solar_Flux,TGBT,T1,T2,T3,T4,T5,T6,T7,SZA,SAA,Pmax,Vmax,Imax,Voc,Isc,Tp,POA,AirTemp,wd,ws,rh,rain,GLO_ARP_J1,T2_ARP_J1,RH_ARP_J1,PMAX_ARP_J1,TPV_ARP_J1,Consommation,Fioul,Charbon,Gaz,Nucleaire,Eolien,Solaire,Hydraulique,Pompage,Bioenergies,Ech. physiques,Taux de Co2,Ech. comm. Angleterre,Ech. comm. Espagne,Ech. comm. Italie,Ech. comm. Suisse,Ech. comm. Allemagne-Belgique
2020-01-01 00:00:00+00:00,-0.16,0.2,-0.23,83.76,15.45,9.17,1.63,2.57,3.59,15.02,29.72,90.0,-172.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,138.69,1.33,98.77,0.0,0.0,-1.75,99.13,0.0,0.0,63738.07,297.27,13.23,5828.6,49128.2,3092.67,-1.0,9099.9,-41.57,1158.77,-4837.53,37.3,-1704.0,358.0,-1867.0,-2527.0,1046.67
2020-01-01 00:15:00+00:00,-0.06,0.18,-0.12,82.35,14.43,6.68,1.63,2.6,3.62,15.11,31.78,90.0,-165.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,170.55,1.47,98.85,0.0,0.0,-1.85,99.63,0.0,0.0,63721.07,289.27,13.73,5525.6,49467.2,2982.67,-1.0,9095.4,-47.07,1158.27,-4761.53,35.8,-1704.0,358.0,-1867.0,-2527.0,1071.67
2020-01-01 00:30:00+00:00,-0.12,0.18,-0.15,76.69,14.31,3.77,1.64,2.47,3.61,15.11,29.68,90.0,-157.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,162.1,1.6,98.96,0.0,0.0,-1.84,99.91,0.0,0.0,63595.57,242.77,13.77,5337.63,49675.07,2880.83,-1.0,8993.6,-48.83,1160.57,-4657.53,34.53,-1704.0,344.7,-1776.7,-2512.07,1221.03
2020-01-01 00:45:00+00:00,-0.17,0.19,-0.18,79.42,9.27,7.46,1.64,2.8,3.47,15.08,33.32,90.0,-150.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.22,207.39,1.35,99.11,0.0,0.0,-1.72,99.94,0.0,0.0,63346.07,152.27,13.27,5281.13,49733.07,2788.33,-1.0,8780.6,-46.33,1166.07,-4521.53,33.53,-1704.0,316.2,-1583.2,-2480.07,1512.53
2020-01-01 01:00:00+00:00,-0.15,0.28,-0.15,71.98,3.2,6.37,1.63,2.43,3.45,14.98,33.65,90.0,-144.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.12,217.31,1.76,99.12,0.0,0.0,-1.59,99.96,0.0,0.0,63050.6,104.0,13.23,5054.3,49760.03,2730.83,-1.0,8553.37,-48.27,1165.97,-4282.63,32.07,-1704.0,301.0,-1480.0,-2463.0,1689.7
2020-01-01 01:15:00+00:00,-0.09,0.18,-0.1,72.41,3.46,6.32,1.65,2.8,3.53,15.64,32.9,90.0,-137.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.11,224.45,2.14,99.12,0.0,0.0,-1.47,99.99,0.0,0.0,62702.6,104.0,13.73,4632.8,49751.53,2713.33,-1.0,8309.87,-55.27,1159.47,-3926.13,30.07,-1704.0,301.0,-1480.0,-2463.0,1736.2
2020-01-01 01:30:00+00:00,-0.0,0.07,-0.02,78.55,9.31,6.69,1.63,2.43,3.59,15.19,33.25,90.0,-132.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.37,211.53,2.28,99.06,0.0,0.0,-1.29,100.0,0.0,0.0,62076.7,104.0,13.77,4213.17,49695.67,2715.43,-1.0,8050.03,-203.43,1156.23,-3667.4,28.07,-1704.0,374.03,-1461.33,-2436.63,1488.93
2020-01-01 01:45:00+00:00,-0.09,0.13,-0.08,79.9,10.43,7.09,1.64,2.6,3.56,15.27,32.76,90.0,-127.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,226.71,2.95,99.12,0.0,0.0,-1.07,100.0,0.0,0.0,61133.2,104.0,13.27,3795.67,49585.67,2739.93,-1.0,7771.53,-512.93,1156.73,-3520.4,26.07,-1704.0,530.53,-1421.33,-2380.13,905.93
2020-01-01 02:00:00+00:00,-0.14,0.21,-0.15,73.14,11.66,3.57,1.66,2.67,3.5,15.3,28.76,90.0,-122.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,230.32,1.99,99.13,0.0,0.0,-0.84,100.0,0.0,0.0,60281.63,104.0,13.0,3405.7,49611.0,2755.57,-1.0,7547.87,-721.63,1159.1,-3592.97,24.3,-1704.0,614.0,-1400.0,-2350.0,572.6
2020-01-01 02:15:00+00:00,-0.13,0.22,-0.13,75.63,14.04,4.54,1.66,2.47,3.51,15.32,28.04,90.0,-117.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.33,227.32,2.14,99.13,0.0,0.0,-0.62,100.0,0.0,0.0,59535.13,104.0,13.0,3047.2,49791.0,2761.07,-1.0,7386.87,-815.13,1163.6,-3916.47,22.8,-1704.0,614.0,-1400.0,-2350.0,524.6
2020-01-01 02:30:00+00:00,-0.12,0.22,-0.1,75.02,9.65,6.79,1.66,2.82,3.56,15.18,29.17,90.0,-113.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.23,239.82,1.48,99.13,0.0,0.0,-0.45,99.98,0.0,0.0,58826.9,104.0,12.77,2855.07,49749.8,2748.13,-1.0,7227.73,-974.2,1167.63,-4064.03,22.0,-1704.0,729.5,-1299.43,-2362.13,437.87
2020-01-01 02:45:00+00:00,-0.17,0.35,-0.24,66.78,7.26,6.46,1.66,2.54,3.46,15.23,23.83,90.0,-109.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.08,217.39,0.66,99.13,0.0,0.0,-0.35,99.93,0.0,0.0,58162.4,104.0,12.27,2853.07,49455.8,2714.13,-1.0,7070.73,-1208.2,1171.13,-4010.53,22.0,-1704.0,977.0,-1083.93,-2388.13,306.87
2020-01-01 03:00:00+00:00,-0.13,0.25,-0.17,72.2,8.23,6.72,1.66,2.61,3.47,15.33,27.97,90.0,-106.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.97,187.02,1.01,99.13,0.0,0.0,-0.25,99.88,0.0,0.0,57602.67,104.0,12.23,2857.6,49395.83,2693.67,-1.0,6890.4,-1614.63,1172.3,-3908.5,22.23,-1704.0,1109.0,-969.0,-2402.0,237.0
2020-01-01 03:15:00+00:00,-0.15,0.31,-0.16,74.31,10.26,6.93,1.66,2.65,3.47,15.29,27.67,90.0,-102.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.86,182.33,0.8,99.13,0.0,0.0,-0.15,99.83,0.0,0.0,57162.67,104.0,12.73,2869.6,49603.33,2688.67,-1.0,6683.4,-2218.13,1170.8,-3751.0,22.73,-1704.0,1109.0,-969.0,-2402.0,237.0
2020-01-01 03:30:00+00:00,-0.11,0.18,-0.09,76.75,10.77,8.02,2.07,2.44,3.5,15.28,28.06,90.0,-99.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.87,181.28,1.27,99.13,0.0,0.0,-0.09,99.75,0.0,0.0,56765.83,104.0,13.0,2872.27,49653.57,2682.5,-1.0,6576.27,-2650.83,1168.37,-3652.53,23.0,-1704.0,1111.8,-990.0,-2434.9,424.37
2020-01-01 03:45:00+00:00,-0.11,0.14,-0.11,79.55,11.32,6.89,1.66,2.73,3.27,15.3,32.07,90.0,-96.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,189.73,1.27,99.13,0.0,0.0,-0.06,99.65,0.0,0.0,56418.33,104.0,13.0,2864.27,49524.07,2675.0,-1.0,6583.27,-2888.33,1164.87,-3621.53,23.0,-1704.0,1117.8,-1035.0,-2505.4,825.87
2020-01-01 04:00:00+00:00,-0.18,0.23,-0.23,79.64,12.36,5.79,1.66,2.38,3.13,15.24,32.83,90.0,-93.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.74,156.56,1.1,99.13,0.0,0.0,-0.04,99.55,0.0,0.0,56296.93,104.23,13.0,2861.87,49507.03,2652.57,-1.0,6578.13,-3110.43,1161.6,-3471.07,23.0,-1704.0,1121.0,-1059.0,-2543.0,1040.0
