InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,PoF_pct_SA,PoF_pct_PEA,PoF_pct_LEXMMFSA,PoF_pct_LEXMMFPEA
1,Drahi_1.csv,6,2,4,32,0.2,100.0,10.0,5,1.144769672969566,0.12958357066049694,0.45557236799946377,0.13257771580273794
1,Drahi_1.csv,6,2,4,32,0.2,100.0,10.0,10,10.441828285355966,5.53135934796374,10.255455201801935,5.563216500222442
1,Drahi_1.csv,6,2,4,32,0.2,100.0,20.0,5,28.240275920610724,15.479955865264461,28.251224848936296,15.737855529885358
1,Drahi_1.csv,6,2,4,32,0.2,100.0,20.0,10,10.885100007614723,8.932001332104097,10.85159062496512,8.922063055558707
1,Drahi_1.csv,6,2,4,32,0.6,100.0,10.0,5,0.0004473435478198934,0.0009947702873412787,0.0,0.0010046925673335714
1,Drahi_1.csv,6,2,4,32,0.6,100.0,10.0,10,6.427253958484703,2.624968365195795,6.879553209400467,2.650759317639834
1,Drahi_1.csv,6,2,4,32,0.6,100.0,20.0,5,9.731556189266461,3.828553940101828,9.726905789214532,3.8970245208743526
1,Drahi_1.csv,6,2,4,32,0.6,100.0,20.0,10,4.970360159678962,1.6294560428282299,4.9334991100927725,1.7243448385244182
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,5,13.70202184171109,5.429145591484462,13.438475253335376,5.056361935281804
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,10,10.781253361871137,4.0389538731546715,10.91222307370854,4.04062101014794
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,5,20.206597252323494,12.81731643890061,20.340148085661802,12.927758065477425
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,10,8.494426728471373,5.874532541410466,8.506728830999652,5.931387449607143
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,5,4.345046065024383,1.98468723065379,4.136347795937674,1.9873562309994102
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,10,8.79378044030082,6.425383821186039,8.853641642878923,6.4855771731285
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,5,38.468042541019116,15.745563203509162,41.03848314315123,17.777678472833784
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,10,13.90136617489027,9.426093754033099,14.200053435943266,10.25896449616028
1,Drahi_1.csv,8,2,3,128,0.2,100.0,10.0,5,20.26123032353689,12.843861176230543,20.341973771547856,13.008175508263056
1,Drahi_1.csv,8,2,3,128,0.2,100.0,10.0,10,11.134655721020932,5.500578342061535,11.117262861826145,5.443582409955446
1,Drahi_1.csv,8,2,3,128,0.2,100.0,20.0,5,20.099781403304213,12.096662402504714,20.561172148045852,12.461116756696166
1,Drahi_1.csv,8,2,3,128,0.2,100.0,20.0,10,11.46367004358563,6.983988966731863,11.735314581938091,7.0503655541648245
1,Drahi_1.csv,8,2,3,128,0.6,100.0,10.0,5,38.82324174456176,12.253140284768726,41.60695581272976,12.91340135757762
1,Drahi_1.csv,8,2,3,128,0.6,100.0,10.0,10,21.253763771254523,14.431446318825929,21.47185445904726,15.979302603602637
1,Drahi_1.csv,8,2,3,128,0.6,100.0,20.0,5,5.948344534880811,2.6492620389246513,5.753654275354055,2.623199297121194
1,Drahi_1.csv,8,2,3,128,0.6,100.0,20.0,10,8.499713120760983,7.144458911093679,8.948036756890268,7.795125941252106
2,Drahi_2.csv,6,2,4,32,0.2,100.0,10.0,5,12.167772835755839,10.044149711670773,12.42535779877392,10.145046315739075
2,Drahi_2.csv,6,2,4,32,0.2,100.0,10.0,10,4.069198404809783,1.6519936918643499,4.023507160684336,1.624283418643991
2,Drahi_2.csv,6,2,4,32,0.2,100.0,20.0,5,0.7570917620169315,0.31685851660332826,0.824647540577692,0.17961189602470043
2,Drahi_2.csv,6,2,4,32,0.2,100.0,20.0,10,4.727626451592687,3.3521410063438077,4.632145054861806,3.3241621721762855
2,Drahi_2.csv,6,2,4,32,0.6,100.0,10.0,5,11.045496531406462,8.839828133731716,11.189785569846373,9.22233840229982
2,Drahi_2.csv,6,2,4,32,0.6,100.0,10.0,10,5.100049817649316,2.987058847134795,5.157642818831535,2.9709655462602282
2,Drahi_2.csv,6,2,4,32,0.6,100.0,20.0,5,10.875207318612894,4.093759653383409,12.475734704297494,4.578146373413628
2,Drahi_2.csv,6,2,4,32,0.6,100.0,20.0,10,0.4164847729550462,0.3370057261540929,0.43813941456597477,0.35040103681114326
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,10.0,5,7.018538156437661,2.701300160054152,7.375199107765457,2.658085031260657
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,10.0,10,3.3106355075447627,2.5309638604140288,3.235768370199094,2.5201839666923385
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,5,10.183615358136425,5.599024454178733,10.674849913886964,5.556869447696947
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,10,3.4612813561738585,2.580989882999199,3.5837470178594626,2.5324560899015385
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,10.0,5,18.097045371929568,7.740829656076272,18.344053929985634,7.879064221824571
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,10.0,10,4.222531405396115,2.8346014648012097,4.261299060577911,2.8428410922883494
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,20.0,5,4.299790269141826,1.7947599764603943,4.197438759832687,1.5856233639511759
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,20.0,10,6.739397419046588,5.627587794817977,6.863131626903599,5.6777534549942255
2,Drahi_2.csv,8,2,3,128,0.2,100.0,10.0,5,8.644938209605039,5.129998958760402,8.825620961708884,5.262601044995277
2,Drahi_2.csv,8,2,3,128,0.2,100.0,10.0,10,3.6584255572513418,2.7565399109097077,3.796784354192797,2.76274355873719
2,Drahi_2.csv,8,2,3,128,0.2,100.0,20.0,5,0.023326848254670508,0.010571347386410716,0.013957316432195733,0.00510864484645545
2,Drahi_2.csv,8,2,3,128,0.2,100.0,20.0,10,4.669079515899363,2.751536153657228,4.703824229419384,2.703037487738687
2,Drahi_2.csv,8,2,3,128,0.6,100.0,10.0,5,15.890188508296333,11.853183540388851,16.293011644576524,12.756727917292581
2,Drahi_2.csv,8,2,3,128,0.6,100.0,10.0,10,0.03182355346162347,0.24526999638830746,0.031736628254270316,0.2536689605912997
2,Drahi_2.csv,8,2,3,128,0.6,100.0,20.0,5,1.5730718836541737e-14,3.1461437673083475e-14,0.0,0.0
2,Drahi_2.csv,8,2,3,128,0.6,100.0,20.0,10,7.341910013605936,4.654678038729294,7.371688696181662,4.693068101024011
3,Drahi_3.csv,6,2,4,32,0.2,100.0,10.0,5,25.48453134063395,12.919218627873207,25.21320164410806,12.914593555415262
3,Drahi_3.csv,6,2,4,32,0.2,100.0,10.0,10,8.187315403381989,5.242035157599006,8.42196029311833,5.295345645981684
3,Drahi_3.csv,6,2,4,32,0.2,100.0,20.0,5,0.5783412211174819,0.0970924291589198,0.06086501491012651,0.05758558709131924
3,Drahi_3.csv,6,2,4,32,0.2,100.0,20.0,10,11.10228476385555,7.459235860670558,10.98917281225162,7.559961266203995
3,Drahi_3.csv,6,2,4,32,0.6,100.0,10.0,5,53.82888449560424,27.747445684288387,62.54923056470858,35.79192675213606
3,Drahi_3.csv,6,2,4,32,0.6,100.0,10.0,10,13.589327404719944,7.726189272082992,14.175013760365855,7.987840293660039
3,Drahi_3.csv,6,2,4,32,0.6,100.0,20.0,5,5.072369696663457,3.160286412535485,6.179609799101146,4.335214999992516
3,Drahi_3.csv,6,2,4,32,0.6,100.0,20.0,10,7.0792715290492945,3.4068556756039055,7.240622486120205,3.4375577289142756
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,5,25.628207494888716,14.077406898929521,26.22448079785077,14.455238633341928
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,10,10.133516779127625,3.670583095251695,10.510661580042486,3.613644262400495
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,5,27.721569556823987,14.669813188817574,27.751846338301412,14.631833680910146
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,10,0.03945744768341042,0.006758377033299699,8.66363031072141e-06,0.002637996262812249
