InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,PoF_pct_SA,PoF_pct_PEA,PoF_pct_LEXMMFSA,PoF_pct_LEXMMFPEA
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,5,28.70065870993109,16.351915678492222,31.977961508279012,18.703556414678346
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,10,13.531290668236899,9.226048344921196,14.94688992290669,10.672367224710998
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,5,27.119749907784552,12.832756018096086,28.23408948170352,14.073652100938089
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,10,11.99724705383471,4.5969584396587875,11.747561216896127,4.5547995533657915
3,Drahi_3.csv,8,2,3,128,0.2,100.0,10.0,5,3.305166233503353e-14,0.03526272115457453,0.03283885980036676,0.02820042120446529
3,Drahi_3.csv,8,2,3,128,0.2,100.0,10.0,10,13.969395343976274,10.396958004662157,14.021809307040005,10.421958499981596
3,Drahi_3.csv,8,2,3,128,0.2,100.0,20.0,5,8.460793171498684e-14,0.0036390334954154446,0.0013273803749566475,0.00011874824112849131
3,Drahi_3.csv,8,2,3,128,0.2,100.0,20.0,10,14.495562879021882,9.788814634373814,14.624312569715677,9.88133071778928
3,Drahi_3.csv,8,2,3,128,0.6,100.0,10.0,5,0.010090996228164246,0.046120855680328136,0.04910596844689406,0.05678333503040768
3,Drahi_3.csv,8,2,3,128,0.6,100.0,10.0,10,11.13921778525493,6.455767537264139,10.96575759178364,6.470279956793963
3,Drahi_3.csv,8,2,3,128,0.6,100.0,20.0,5,10.823624484284185,8.332220654814893,11.794006490447419,9.372946517568469
3,Drahi_3.csv,8,2,3,128,0.6,100.0,20.0,10,39.25954560557246,17.23046835302929,38.86633951022357,17.513497666753533
4,Drahi_4.csv,6,2,4,32,0.2,100.0,10.0,5,57.53572393533332,30.819561939376165,66.28656253809548,37.06250464525242
4,Drahi_4.csv,6,2,4,32,0.2,100.0,10.0,10,18.829954751396528,7.112423763733631,18.90914147983653,7.08746329814739
4,Drahi_4.csv,6,2,4,32,0.2,100.0,20.0,5,1.2289222782957503,0.2217072434560055,0.4696837362363707,0.050476067331236454
4,Drahi_4.csv,6,2,4,32,0.2,100.0,20.0,10,20.05934484441733,13.62009070235206,20.353357676939744,13.514256454747347
4,Drahi_4.csv,6,2,4,32,0.6,100.0,10.0,5,31.021294461582528,17.68215261047743,40.327426303804664,24.13288533495183
4,Drahi_4.csv,6,2,4,32,0.6,100.0,10.0,10,41.84112251088101,19.848608548718776,43.84413298520604,21.484887008474953
4,Drahi_4.csv,6,2,4,32,0.6,100.0,20.0,5,51.140267870104736,33.49228715857855,79.50492343060779,60.54877281029339
4,Drahi_4.csv,6,2,4,32,0.6,100.0,20.0,10,53.350549272039366,29.890842456367903,57.05225508169654,35.7016784160472
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,5,49.19016354437887,29.44720329363163,57.86249476453765,42.00961923651604
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,10,24.735363350253646,16.00975073321571,25.266455240495386,16.212019800551772
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,5,38.05640950928576,21.853426537310323,39.898571441339016,23.239856766694547
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,10,17.331068710098464,13.02824991750144,17.95686546384485,14.580312078048669
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,5,49.512767015572,17.157600804964467,60.718390670153596,22.991584376842045
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,10,14.78368286547411,5.162379019490133,15.149991129991008,5.195505755447074
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,5,36.60400493543717,24.527337413971665,54.22036910698298,39.797571392743386
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,10,20.659846547062262,12.528180710698422,23.115956294837197,15.219878532176763
4,Drahi_4.csv,8,2,3,128,0.2,100.0,10.0,5,19.677841574632275,3.890315298853549,19.346766421394175,3.511909065022628
4,Drahi_4.csv,8,2,3,128,0.2,100.0,10.0,10,10.782508587167664,4.712059902482104,10.690254320292558,4.7065643943586455
4,Drahi_4.csv,8,2,3,128,0.2,100.0,20.0,5,0.3556578004250143,0.5537533662429116,1.0124813416254266,0.11694768821001167
4,Drahi_4.csv,8,2,3,128,0.2,100.0,20.0,10,19.68273752339625,14.369605205063854,20.54803601012503,16.600402072986896
4,Drahi_4.csv,8,2,3,128,0.6,100.0,10.0,5,19.354423622582182,14.102785346865044,24.90508712098134,19.92965413568265
4,Drahi_4.csv,8,2,3,128,0.6,100.0,10.0,10,19.976921033271903,9.228236107089803,20.545039390993065,9.48864939903589
4,Drahi_4.csv,8,2,3,128,0.6,100.0,20.0,5,45.90136700710792,20.488576902402155,52.47023626791125,27.250509142903063
4,Drahi_4.csv,8,2,3,128,0.6,100.0,20.0,10,13.216036479990212,9.045889149503758,13.766701370301288,9.84204557549385
5,Drahi_5.csv,6,2,4,32,0.2,100.0,10.0,5,51.11687955373092,26.662503909141456,56.30244309141848,29.941264118132136
5,Drahi_5.csv,6,2,4,32,0.2,100.0,10.0,10,23.174349447516615,12.340654530684906,22.91088541496137,12.361386771249629
5,Drahi_5.csv,6,2,4,32,0.2,100.0,20.0,5,57.026277670297716,23.74607567154994,57.7882452291184,23.686247586196746
5,Drahi_5.csv,6,2,4,32,0.2,100.0,20.0,10,29.3962435727899,20.40634627920514,30.299017896680727,22.341243636319284
5,Drahi_5.csv,6,2,4,32,0.6,100.0,10.0,5,1.846252137726915,1.0857742436456654,1.9365478041757516,1.348890853138651
5,Drahi_5.csv,6,2,4,32,0.6,100.0,10.0,10,6.05306565187943,2.5803814304865185,6.560039721081201,2.57723547844157
5,Drahi_5.csv,6,2,4,32,0.6,100.0,20.0,5,21.28980309548122,11.669228817341246,22.807190312837747,13.128305953307134
5,Drahi_5.csv,6,2,4,32,0.6,100.0,20.0,10,29.508760710101047,19.427605178994472,33.76832155534966,23.285215366625856
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,10.0,5,48.92167519166653,25.308555819823685,51.16982821192037,27.608866361324377
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,10.0,10,13.429302508227565,6.91182509605158,13.25250768068574,6.866637293628807
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,5,2.455415760165995,1.2287447410260222,2.5908037368848853,1.4260325862872276
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,10,20.742393595213436,14.15108164968712,21.14243459295537,14.599886951497828
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,10.0,5,49.19290229858767,24.05875692989256,61.762038256205585,34.41597625223186
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,10.0,10,15.136667988361515,12.758833262540117,17.042733554315628,15.698567706982894
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,20.0,5,40.101199191851656,22.863995573862624,54.56071072385572,31.65217709284773
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,20.0,10,34.63115642255291,20.057504274730373,37.709351105125805,23.31559945109924
5,Drahi_5.csv,8,2,3,128,0.2,100.0,10.0,5,52.559210372361655,20.430157138766806,54.30987645054223,20.88487289008281
5,Drahi_5.csv,8,2,3,128,0.2,100.0,10.0,10,13.90169315294902,3.959110098517584,12.46649379241973,3.695639546990761
5,Drahi_5.csv,8,2,3,128,0.2,100.0,20.0,5,49.07236812356068,28.243069905067493,53.90794522095504,31.78867567511611
5,Drahi_5.csv,8,2,3,128,0.2,100.0,20.0,10,21.000569021618574,14.548531551168933,21.097380166959656,14.532704930823378
5,Drahi_5.csv,8,2,3,128,0.6,100.0,10.0,5,20.73366816462897,11.488648132910335,23.91175283455484,13.930081605921934
5,Drahi_5.csv,8,2,3,128,0.6,100.0,10.0,10,20.980975930571642,10.580665627933517,23.936329104804972,12.314964885952365
5,Drahi_5.csv,8,2,3,128,0.6,100.0,20.0,5,22.890191790231636,13.667792700443732,27.956723218519013,17.151659474786268
5,Drahi_5.csv,8,2,3,128,0.6,100.0,20.0,10,35.127534693032764,22.177903085261047,39.844344542543595,27.28892879906086
6,Drahi_6.csv,6,2,4,32,0.2,100.0,10.0,5,1.6660855802535325e-14,0.0,-1.6660855802535325e-14,-1.6660855802535325e-14
6,Drahi_6.csv,6,2,4,32,0.2,100.0,10.0,10,23.26994671436422,13.672802323113316,23.361215573754556,13.665127464047208
6,Drahi_6.csv,6,2,4,32,0.2,100.0,20.0,5,51.659078649011214,32.47434813825741,59.08195143049516,47.54492201384996
6,Drahi_6.csv,6,2,4,32,0.2,100.0,20.0,10,21.624922573425163,15.909039958630567,21.923899727704768,17.02268226431837
6,Drahi_6.csv,6,2,4,32,0.6,100.0,10.0,5,35.45923451087785,25.020493762403337,40.28684898953323,32.692298193340015
6,Drahi_6.csv,6,2,4,32,0.6,100.0,10.0,10,33.8044964689368,18.181973005347484,33.76975242661705,18.693448228570404
6,Drahi_6.csv,6,2,4,32,0.6,100.0,20.0,5,18.483602127003522,10.833940487560545,25.732802896193814,15.137136916103973
6,Drahi_6.csv,6,2,4,32,0.6,100.0,20.0,10,16.85910392771404,10.473329893051298,18.06695019327308,12.113037253714609
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,10.0,5,33.00809852111366,23.829810330971295,37.32226088977927,29.822509212983014
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,10.0,10,21.404745507181474,15.364402373374379,21.758160084976595,16.4445390822546
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,5,36.36397341593312,25.155414968715494,41.92872122350281,33.10014758812107
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,10,14.538160568779727,6.996862367071516,14.457819577656824,7.044572718453451
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,10.0,5,65.38773903717858,21.92148265605813,83.17044156625022,30.536323447663623
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,10.0,10,18.159846611428456,7.751153926616651,18.254712713224666,7.9243349076514615
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,20.0,5,51.570968521500056,26.874245723458404,64.79764411801284,37.398007491496436
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,20.0,10,8.156452754290056,4.534604521099957,8.334600252845616,4.564004035117275
6,Drahi_6.csv,8,2,3,128,0.2,100.0,10.0,5,0.7616583258590686,0.11441389553651958,0.5170513662359036,0.09524525940030254
6,Drahi_6.csv,8,2,3,128,0.2,100.0,10.0,10,19.286045941227368,12.560774335873038,19.684926549053756,12.567373385994907
6,Drahi_6.csv,8,2,3,128,0.2,100.0,20.0,5,0.02427408049204596,0.021410835264237118,0.013641673573954089,0.010360685293275856
6,Drahi_6.csv,8,2,3,128,0.2,100.0,20.0,10,14.991242792355465,7.392935805800216,14.943933370607896,7.352093333282086
6,Drahi_6.csv,8,2,3,128,0.6,100.0,10.0,5,1.3885043625517834,0.23126176694550923,1.1479650961406052,0.15940136751845974
6,Drahi_6.csv,8,2,3,128,0.6,100.0,10.0,10,36.65823429918159,16.887366674443165,38.59206194853926,17.5811589536261
6,Drahi_6.csv,8,2,3,128,0.6,100.0,20.0,5,20.860661306010673,6.149396911243203,21.472383678008534,5.779527972422062
6,Drahi_6.csv,8,2,3,128,0.6,100.0,20.0,10,14.004347438041217,9.060763692260718,14.640576927685684,10.268944327079199
7,Drahi_7.csv,6,2,4,32,0.2,100.0,10.0,5,51.68457861036774,25.92948802215255,52.99151720039277,28.230626253234615
7,Drahi_7.csv,6,2,4,32,0.2,100.0,10.0,10,18.959991798972997,13.185576838084726,18.934433320564708,13.503308257308875
7,Drahi_7.csv,6,2,4,32,0.2,100.0,20.0,5,54.19573468391188,29.391209735107022,56.36143934901711,33.306449165280505
7,Drahi_7.csv,6,2,4,32,0.2,100.0,20.0,10,26.923839597079343,19.617066835054214,27.760928799554936,21.170030183497804
7,Drahi_7.csv,6,2,4,32,0.6,100.0,10.0,5,46.924502188038474,31.16954033533938,82.09251743944145,64.65585788789564
7,Drahi_7.csv,6,2,4,32,0.6,100.0,10.0,10,32.36061776323568,17.97315578966372,38.06137003340212,22.53676869233671
7,Drahi_7.csv,6,2,4,32,0.6,100.0,20.0,5,28.910682622285876,18.99061165682767,31.759976512972962,24.256424925494404
7,Drahi_7.csv,6,2,4,32,0.6,100.0,20.0,10,45.11613145166519,29.18282484720272,56.24469715445845,38.826242992050254
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,10.0,5,0.6993995874068653,0.11548881556025611,1.0423451912823243,0.11540384484443025
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,10.0,10,21.491637484901542,15.077221587035114,21.552628464215317,15.229427817347645
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,20.0,5,24.415221189063733,16.864549101593187,25.57808518697574,19.478329450825772
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,20.0,10,25.64395346444873,18.67588788865826,26.53958462271445,20.40354404079952
7,Drahi_7.csv,6,4,4,1024,0.6,100.0,10.0,5,38.83314977111443,19.050755689409446,50.96126100242864,27.593807861062707
7,Drahi_7.csv,6,4,4,1024,0.6,100.0,10.0,10,34.287599491374856,20.391962561586432,37.21746009189912,24.896550460754927
7,Drahi_7.csv,6,4,4,1024,0.6,100.0,20.0,5,49.481264025742085,29.950263271513258,71.84814873262162,50.052793302785645
7,Drahi_7.csv,6,4,4,1024,0.6,100.0,20.0,10,12.02748358173714,5.09536777847501,11.655738737161938,5.154787558046757
7,Drahi_7.csv,8,2,3,128,0.2,100.0,10.0,5,31.176637774959126,22.47622437824874,36.27542643206718,29.206014215152067
7,Drahi_7.csv,8,2,3,128,0.2,100.0,10.0,10,21.709629620708476,13.750203815541163,21.66303923619137,13.773516273425614
7,Drahi_7.csv,8,2,3,128,0.2,100.0,20.0,5,36.84560920304598,13.952212877542404,36.32574451808777,13.708340545057313
7,Drahi_7.csv,8,2,3,128,0.2,100.0,20.0,10,25.334329325501805,19.14460611129978,25.925113385563513,20.524238605134457
7,Drahi_7.csv,8,2,3,128,0.6,100.0,10.0,5,20.26116822400662,14.725697176583068,35.69745210460282,27.996191136480213
7,Drahi_7.csv,8,2,3,128,0.6,100.0,10.0,10,48.434464269059404,24.331029714954212,50.26655721651313,27.494870014274692
7,Drahi_7.csv,8,2,3,128,0.6,100.0,20.0,5,41.78084804933098,16.965390353805176,54.64496524892236,22.526251682420362
7,Drahi_7.csv,8,2,3,128,0.6,100.0,20.0,10,26.58202971027962,16.996189123910767,28.10324890780269,18.816124500787815
8,Drahi_8.csv,6,2,4,32,0.2,100.0,10.0,5,0.4500054849639268,0.09084743883652747,0.041316013370791826,0.061706774726422935
8,Drahi_8.csv,6,2,4,32,0.2,100.0,10.0,10,21.75895720374066,14.886672974363279,21.624979180287372,14.793250174793211
8,Drahi_8.csv,6,2,4,32,0.2,100.0,20.0,5,45.89353022678684,15.072022278578855,44.86458081262072,15.855293713706446
8,Drahi_8.csv,6,2,4,32,0.2,100.0,20.0,10,14.998136989919175,4.753097936117244,15.474801714760359,5.062325513279271
8,Drahi_8.csv,6,2,4,32,0.6,100.0,10.0,5,67.20603628242318,24.708952971468268,73.83663079281602,29.136461924454615
8,Drahi_8.csv,6,2,4,32,0.6,100.0,10.0,10,8.585033486211808,3.0921232433199433,9.150367743140487,2.9726124102167923
8,Drahi_8.csv,6,2,4,32,0.6,100.0,20.0,5,85.73182984719861,28.986161018741672,97.47149017183088,34.76502102649888
8,Drahi_8.csv,6,2,4,32,0.6,100.0,20.0,10,13.266954901596213,8.833873638754097,13.742832616390274,8.819149726397491
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,10.0,5,34.85947999681103,25.046940688938797,41.68155883255253,33.36053170860861
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,10.0,10,18.760471074868516,14.86310839643206,19.58185814737349,17.35214320442595
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,20.0,5,39.521168383314034,26.3068846270179,47.36524233937451,34.78983156567474
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,20.0,10,20.952445276820995,11.092163735405382,20.91163894931139,11.027691482126805
8,Drahi_8.csv,6,4,4,1024,0.6,100.0,10.0,5,38.32674406815569,13.297688851840562,44.994388175230945,15.527944204714242
8,Drahi_8.csv,6,4,4,1024,0.6,100.0,10.0,10,13.537087367704013,7.943315700913444,13.590127940505345,8.235102264926821
8,Drahi_8.csv,6,4,4,1024,0.6,100.0,20.0,5,65.20633596197382,28.10782085870084,89.66239490772176,44.13796527942983
8,Drahi_8.csv,6,4,4,1024,0.6,100.0,20.0,10,25.572798984993803,17.18672243803691,28.740754097582975,21.55136346177472
8,Drahi_8.csv,8,2,3,128,0.2,100.0,10.0,5,29.41486023210135,16.449534095065303,30.51608459394857,17.428276377705824
8,Drahi_8.csv,8,2,3,128,0.2,100.0,10.0,10,17.923864062988898,14.978084852255588,18.89226005140596,17.168092241312248
8,Drahi_8.csv,8,2,3,128,0.2,100.0,20.0,5,60.09252409533709,33.60409232020638,68.04563949207086,39.873190095038574
8,Drahi_8.csv,8,2,3,128,0.2,100.0,20.0,10,21.0309270144432,14.025802896243944,21.498815697623815,14.13150687607154
8,Drahi_8.csv,8,2,3,128,0.6,100.0,10.0,5,31.921290670936536,13.626506992157486,38.42948062993135,15.650662011261161
8,Drahi_8.csv,8,2,3,128,0.6,100.0,10.0,10,29.49509019209039,20.876627271779547,34.149761476994556,26.160842979134564
8,Drahi_8.csv,8,2,3,128,0.6,100.0,20.0,5,45.78463023420525,18.137209003029525,51.50920504434616,22.39947544597159
8,Drahi_8.csv,8,2,3,128,0.6,100.0,20.0,10,23.55161132609955,11.349137513632908,24.374856074843077,11.807662770146703
9,Drahi_9.csv,6,2,4,32,0.2,100.0,10.0,5,52.3667065471938,32.39929245645832,64.50803988013054,46.96068534545956
9,Drahi_9.csv,6,2,4,32,0.2,100.0,10.0,10,10.23957145302378,3.8802119523917717,10.473066583160547,3.8327692134823517
9,Drahi_9.csv,6,2,4,32,0.2,100.0,20.0,5,48.10003484757191,24.918591732817116,51.46086222660467,27.198435106066785
9,Drahi_9.csv,6,2,4,32,0.2,100.0,20.0,10,12.35294435517638,7.549501128480058,12.177319179173463,7.40625007502513
9,Drahi_9.csv,6,2,4,32,0.6,100.0,10.0,5,24.092303572397913,14.091340365644415,28.62923621522951,17.136929106680114
9,Drahi_9.csv,6,2,4,32,0.6,100.0,10.0,10,9.848739204441555,4.61928233843954,9.910165455776365,4.647472511418319
9,Drahi_9.csv,6,2,4,32,0.6,100.0,20.0,5,2.841449064514355,1.3964988234703541,4.5977833158726895,1.9817821530558115
9,Drahi_9.csv,6,2,4,32,0.6,100.0,20.0,10,23.80415790140976,15.844827530573887,24.703788988714702,17.15194525053559
9,Drahi_9.csv,6,4,4,1024,0.2,100.0,10.0,5,32.55738366532682,12.123272892915734,31.762584125004615,12.221305480509509
9,Drahi_9.csv,6,4,4,1024,0.2,100.0,10.0,10,21.505809207941603,15.896285449637064,21.64313378283181,16.54665513283289
9,Drahi_9.csv,6,4,4,1024,0.2,100.0,20.0,5,33.77136410976057,12.870187041722545,33.603121837492935,13.050256044389682
9,Drahi_9.csv,6,4,4,1024,0.2,100.0,20.0,10,19.019562754647936,8.43437385379378,19.451267581213656,8.330085108155577
9,Drahi_9.csv,6,4,4,1024,0.6,100.0,10.0,5,40.84000529754266,29.308428992935855,62.4473560479029,48.83771200107549
