InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,Fairness,ExpectedCost_NONE,ExpectedCost,PriceOfFairnessAbs,PriceOfFairnessPct
4,Drahi_4.csv,8,2,3,128,0.6,100.0,10.0,10,SA,1177001.777210584,1412130.4928041492,235128.71559356526,19.976921033271903
4,Drahi_4.csv,8,2,3,128,0.6,100.0,20.0,5,LEXMMFPEA,522187.7783856263,664486.6066777238,142298.8282920975,27.250509142903063
4,Drahi_4.csv,8,2,3,128,0.6,100.0,20.0,5,LEXMMFSA,522187.7783856263,796180.9394667213,273993.16108109494,52.47023626791125
4,Drahi_4.csv,8,2,3,128,0.6,100.0,20.0,5,PEA,522187.7783856263,629176.6229351107,106988.84454948438,20.488576902402155
4,Drahi_4.csv,8,2,3,128,0.6,100.0,20.0,5,SA,522187.7783856263,761879.107008676,239691.32862304972,45.90136700710792
4,Drahi_4.csv,8,2,3,128,0.6,100.0,20.0,10,LEXMMFPEA,1306948.4727496095,1435578.937085847,128630.4643362374,9.84204557549385
4,Drahi_4.csv,8,2,3,128,0.6,100.0,20.0,10,LEXMMFSA,1306948.4727496095,1486872.1660567618,179923.69330715225,13.766701370301288
4,Drahi_4.csv,8,2,3,128,0.6,100.0,20.0,10,PEA,1306948.4727496095,1425173.5828356715,118225.11008606199,9.045889149503758
4,Drahi_4.csv,8,2,3,128,0.6,100.0,20.0,10,SA,1306948.4727496095,1479675.2596828728,172726.7869332633,13.216036479990212
5,Drahi_5.csv,6,2,4,32,0.2,100.0,10.0,5,LEXMMFPEA,447555.1374338684,581558.8032072122,134003.66577334382,29.941264118132136
5,Drahi_5.csv,6,2,4,32,0.2,100.0,10.0,5,LEXMMFSA,447555.1374338684,699539.613990292,251984.47655642353,56.30244309141848
5,Drahi_5.csv,6,2,4,32,0.2,100.0,10.0,5,PEA,447555.1374338684,566884.543447737,119329.40601386857,26.662503909141456
5,Drahi_5.csv,6,2,4,32,0.2,100.0,10.0,5,SA,447555.1374338684,676331.3579724738,228776.2205386054,51.11687955373092
5,Drahi_5.csv,6,2,4,32,0.2,100.0,10.0,10,LEXMMFPEA,1108515.93436271,1245543.8764302162,137027.94206750626,12.361386771249629
5,Drahi_5.csv,6,2,4,32,0.2,100.0,10.0,10,LEXMMFSA,1108515.93436271,1362486.7498911389,253970.81552842888,22.91088541496137
5,Drahi_5.csv,6,2,4,32,0.2,100.0,10.0,10,PEA,1108515.93436271,1245314.056240006,136798.1218772959,12.340654530684906
5,Drahi_5.csv,6,2,4,32,0.2,100.0,10.0,10,SA,1108515.93436271,1365407.2906733283,256891.35631061834,23.174349447516615
5,Drahi_5.csv,6,2,4,32,0.2,100.0,20.0,5,LEXMMFPEA,354993.71300606587,439078.40278411534,84084.68977804948,23.686247586196746
5,Drahi_5.csv,6,2,4,32,0.2,100.0,20.0,5,LEXMMFSA,354993.71300606587,560138.350425964,205144.63741989812,57.7882452291184
5,Drahi_5.csv,6,2,4,32,0.2,100.0,20.0,5,PEA,354993.71300606587,439290.7887257311,84297.07571966521,23.74607567154994
5,Drahi_5.csv,6,2,4,32,0.2,100.0,20.0,5,SA,354993.71300606587,557433.4134970048,202439.7004909389,57.026277670297716
5,Drahi_5.csv,6,2,4,32,0.2,100.0,20.0,10,LEXMMFPEA,1169533.200306058,1430821.4619940764,261288.26168801845,22.341243636319284
5,Drahi_5.csv,6,2,4,32,0.2,100.0,20.0,10,LEXMMFSA,1169533.200306058,1523890.2739744133,354357.07366835536,30.299017896680727
5,Drahi_5.csv,6,2,4,32,0.2,100.0,20.0,10,PEA,1169533.200306058,1408192.195010782,238658.99470472406,20.40634627920514
5,Drahi_5.csv,6,2,4,32,0.2,100.0,20.0,10,SA,1169533.200306058,1513332.0285326715,343798.8282266136,29.3962435727899
5,Drahi_5.csv,6,2,4,32,0.6,100.0,10.0,5,LEXMMFPEA,707408.8939152076,716951.0677795191,9542.173864311539,1.348890853138651
5,Drahi_5.csv,6,2,4,32,0.6,100.0,10.0,5,LEXMMFSA,707408.8939152076,721108.2053168665,13699.311401658924,1.9365478041757516
5,Drahi_5.csv,6,2,4,32,0.6,100.0,10.0,5,PEA,707408.8939152076,715089.7574825976,7680.8635673900135,1.0857742436456654
5,Drahi_5.csv,6,2,4,32,0.6,100.0,10.0,5,SA,707408.8939152076,720469.4457415874,13060.551826379844,1.846252137726915
5,Drahi_5.csv,6,2,4,32,0.6,100.0,10.0,10,LEXMMFPEA,1251474.7992199624,1283728.2517492147,32253.452529252274,2.57723547844157
5,Drahi_5.csv,6,2,4,32,0.6,100.0,10.0,10,LEXMMFSA,1251474.7992199624,1333572.0431481132,82097.24392815074,6.560039721081201
5,Drahi_5.csv,6,2,4,32,0.6,100.0,10.0,10,PEA,1251474.7992199624,1283767.6225462528,32292.823326290352,2.5803814304865185
5,Drahi_5.csv,6,2,4,32,0.6,100.0,10.0,10,SA,1251474.7992199624,1327227.390433473,75752.5912135106,6.05306565187943
5,Drahi_5.csv,6,2,4,32,0.6,100.0,20.0,5,LEXMMFPEA,611899.5633259073,692231.6101262828,80332.04680037545,13.128305953307134
5,Drahi_5.csv,6,2,4,32,0.6,100.0,20.0,5,LEXMMFSA,611899.5633259073,751456.6612570701,139557.0979311628,22.807190312837747
5,Drahi_5.csv,6,2,4,32,0.6,100.0,20.0,5,PEA,611899.5633259073,683303.5235027194,71403.96017681202,11.669228817341246
5,Drahi_5.csv,6,2,4,32,0.6,100.0,20.0,5,SA,611899.5633259073,742171.7755001024,130272.2121741951,21.28980309548122
5,Drahi_5.csv,6,2,4,32,0.6,100.0,20.0,10,LEXMMFPEA,1139980.8776412937,1405427.8801384205,265447.0024971268,23.285215366625856
5,Drahi_5.csv,6,2,4,32,0.6,100.0,20.0,10,LEXMMFSA,1139980.8776412937,1524933.2860727028,384952.40843140916,33.76832155534966
5,Drahi_5.csv,6,2,4,32,0.6,100.0,20.0,10,PEA,1139980.8776412937,1361451.8616654803,221470.98402418662,19.427605178994472
5,Drahi_5.csv,6,2,4,32,0.6,100.0,20.0,10,SA,1139980.8776412937,1476375.1069653728,336394.2293240791,29.508760710101047
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,10.0,5,LEXMMFPEA,465275.9524871499,593733.3684207062,128457.41593355633,27.608866361324377
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,10.0,5,LEXMMFSA,465275.9524871499,703356.8580862008,238080.90559905086,51.16982821192037
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,10.0,5,PEA,465275.9524871499,583030.5766385766,117754.62415142666,25.308555819823685
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,10.0,5,SA,465275.9524871499,692896.7427078461,227620.7902206962,48.92167519166653
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,1284125.367946229,1372301.5993585729,88176.23141234391,6.866637293628807
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFSA,1284125.367946229,1454304.180962937,170178.813016708,13.25250768068574
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,10.0,10,PEA,1284125.367946229,1372881.867392701,88756.49944647215,6.91182509605158
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,10.0,10,SA,1284125.367946229,1456574.4481926183,172449.08024638938,13.429302508227565
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,716927.6941896991,727151.3167289619,10223.622539262753,1.4260325862872276
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFSA,716927.6941896991,735501.8836815285,18574.18949182937,2.5908037368848853
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,5,PEA,716927.6941896991,725736.9055290142,8809.21133931505,1.2287447410260222
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,5,SA,716927.6941896991,734531.2497818277,17603.55559212854,2.455415760165995
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFPEA,1190162.009136756,1363924.3170103976,173762.3078736416,14.599886951497828
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,1190162.009136756,1441791.233468698,251629.22433194215,21.14243459295537
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,1190162.009136756,1358582.806813255,168420.797676499,14.15108164968712
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,10,SA,1190162.009136756,1437030.097492602,246868.088355846,20.742393595213436
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFPEA,483604.5322708651,650041.753251923,166437.2209810579,34.41597625223186
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFSA,483604.5322708651,782288.5485007409,298684.0162298758,61.762038256205585
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,10.0,5,PEA,483604.5322708651,599953.7711918564,116349.23892099125,24.05875692989256
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,10.0,5,SA,483604.5322708651,721503.6373424137,237899.10507154855,49.19290229858767
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,1394369.8292705617,1613265.9210043426,218896.09173378092,15.698567706982894
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFSA,1394369.8292705617,1632008.5640349092,237638.73476434755,17.042733554315628
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,10.0,10,PEA,1394369.8292705617,1572275.150850358,177905.32157979626,12.758833262540117
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,10.0,10,SA,1394369.8292705617,1605430.96085713,211061.1315865682,15.136667988361515
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,20.0,5,LEXMMFPEA,472087.27423846273,621513.1743132187,149425.90007475595,31.65217709284773
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,20.0,5,LEXMMFSA,472087.27423846273,729661.4462998458,257574.17206138308,54.56071072385572
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,20.0,5,PEA,472087.27423846273,580025.2877251136,107938.01348665083,22.863995573862624
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,20.0,5,SA,472087.27423846273,661399.9324402116,189312.6582017489,40.101199191851656
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFPEA,1102241.074092195,1359235.187913025,256994.11382083013,23.31559945109924
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,1102241.074092195,1517889.0307465305,415647.9566543356,37.709351105125805
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,20.0,10,PEA,1102241.074092195,1323323.1246460709,221082.05055387598,20.057504274730373
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,20.0,10,SA,1102241.074092195,1483959.9046146902,381718.8305224953,34.63115642255291
5,Drahi_5.csv,8,2,3,128,0.2,100.0,10.0,5,LEXMMFPEA,443433.9663298226,536044.5865492587,92610.62021943607,20.88487289008281
5,Drahi_5.csv,8,2,3,128,0.2,100.0,10.0,5,LEXMMFSA,443433.9663298226,684262.4055832883,240828.43925346568,54.30987645054223
5,Drahi_5.csv,8,2,3,128,0.2,100.0,10.0,5,PEA,443433.9663298226,534028.2224576717,90594.25612784905,20.430157138766806
5,Drahi_5.csv,8,2,3,128,0.2,100.0,10.0,5,SA,443433.9663298226,676499.3575556214,233065.3912257988,52.559210372361655
5,Drahi_5.csv,8,2,3,128,0.2,100.0,10.0,10,LEXMMFPEA,1125901.9576276154,1167511.2356340447,41609.27800642932,3.695639546990761
5,Drahi_5.csv,8,2,3,128,0.2,100.0,10.0,10,LEXMMFSA,1125901.9576276154,1266262.4552839943,140360.4976563789,12.46649379241973
5,Drahi_5.csv,8,2,3,128,0.2,100.0,10.0,10,PEA,1125901.9576276154,1170477.6557314575,44575.69810384209,3.959110098517584
5,Drahi_5.csv,8,2,3,128,0.2,100.0,10.0,10,SA,1125901.9576276154,1282421.3929800526,156519.4353524372,13.90169315294902
5,Drahi_5.csv,8,2,3,128,0.2,100.0,20.0,5,LEXMMFPEA,444577.8729540154,585903.2911106971,141325.4181566817,31.78867567511611
5,Drahi_5.csv,8,2,3,128,0.2,100.0,20.0,5,LEXMMFSA,444577.8729540154,684240.6691705531,239662.7962165377,53.90794522095504
5,Drahi_5.csv,8,2,3,128,0.2,100.0,20.0,5,PEA,444577.8729540154,570140.3123948801,125562.43944086472,28.243069905067493
5,Drahi_5.csv,8,2,3,128,0.2,100.0,20.0,5,SA,444577.8729540154,662742.7633659057,218164.89041189034,49.07236812356068
5,Drahi_5.csv,8,2,3,128,0.2,100.0,20.0,10,LEXMMFPEA,1177593.4360153934,1348729.6153562549,171136.1793408615,14.532704930823378
5,Drahi_5.csv,8,2,3,128,0.2,100.0,20.0,10,LEXMMFSA,1177593.4360153934,1426034.8000327237,248441.36401733034,21.097380166959656
5,Drahi_5.csv,8,2,3,128,0.2,100.0,20.0,10,PEA,1177593.4360153934,1348915.9885985872,171322.55258319387,14.548531551168933
5,Drahi_5.csv,8,2,3,128,0.2,100.0,20.0,10,SA,1177593.4360153934,1424894.7583398558,247301.32232446247,21.000569021618574
5,Drahi_5.csv,8,2,3,128,0.6,100.0,10.0,5,LEXMMFPEA,605703.9676850694,690079.0246739066,84375.0569888372,13.930081605921934
5,Drahi_5.csv,8,2,3,128,0.6,100.0,10.0,5,LEXMMFSA,605703.9676850694,750538.4033470151,144834.43566194572,23.91175283455484
5,Drahi_5.csv,8,2,3,128,0.6,100.0,10.0,5,PEA,605703.9676850694,675291.165259484,69587.19757441455,11.488648132910335
5,Drahi_5.csv,8,2,3,128,0.6,100.0,10.0,5,SA,605703.9676850694,731288.6184048832,125584.65071981377,20.73366816462897
5,Drahi_5.csv,8,2,3,128,0.6,100.0,10.0,10,LEXMMFPEA,1196686.2971334727,1344057.7944204635,147371.49728699075,12.314964885952365
5,Drahi_5.csv,8,2,3,128,0.6,100.0,10.0,10,LEXMMFSA,1196686.2971334727,1483129.067567445,286442.77043397236,23.936329104804972
5,Drahi_5.csv,8,2,3,128,0.6,100.0,10.0,10,PEA,1196686.2971334727,1323303.6728484645,126617.37571499171,10.580665627933517
5,Drahi_5.csv,8,2,3,128,0.6,100.0,10.0,10,SA,1196686.2971334727,1447762.7610994957,251076.46396602294,20.980975930571642
5,Drahi_5.csv,8,2,3,128,0.6,100.0,20.0,5,LEXMMFPEA,575415.9382897251,674109.320588825,98693.38229909993,17.151659474786268
5,Drahi_5.csv,8,2,3,128,0.6,100.0,20.0,5,LEXMMFSA,575415.9382897251,736283.3795126277,160867.44122290262,27.956723218519013
5,Drahi_5.csv,8,2,3,128,0.6,100.0,20.0,5,PEA,575415.9382897251,654062.595900478,78646.65761075285,13.667792700443732
5,Drahi_5.csv,8,2,3,128,0.6,100.0,20.0,5,SA,575415.9382897251,707129.7501558041,131713.811866079,22.890191790231636
5,Drahi_5.csv,8,2,3,128,0.6,100.0,20.0,10,LEXMMFPEA,1098993.8212996924,1398897.4627002436,299903.6414005512,27.28892879906086
5,Drahi_5.csv,8,2,3,128,0.6,100.0,20.0,10,LEXMMFSA,1098993.8212996924,1536880.7059596076,437886.88465991523,39.844344542543595
5,Drahi_5.csv,8,2,3,128,0.6,100.0,20.0,10,PEA,1098993.8212996924,1342727.6059005451,243733.78460085276,22.177903085261047
5,Drahi_5.csv,8,2,3,128,0.6,100.0,20.0,10,SA,1098993.8212996924,1485043.2571510284,386049.435851336,35.127534693032764
6,Drahi_6.csv,6,2,4,32,0.2,100.0,10.0,5,LEXMMFPEA,698735.5464010413,698735.5464010412,-1.1641532182693481e-10,-1.6660855802535325e-14
6,Drahi_6.csv,6,2,4,32,0.2,100.0,10.0,5,LEXMMFSA,698735.5464010413,698735.5464010412,-1.1641532182693481e-10,-1.6660855802535325e-14
6,Drahi_6.csv,6,2,4,32,0.2,100.0,10.0,5,PEA,698735.5464010413,698735.5464010413,0.0,0.0
6,Drahi_6.csv,6,2,4,32,0.2,100.0,10.0,5,SA,698735.5464010413,698735.5464010414,1.1641532182693481e-10,1.6660855802535325e-14
6,Drahi_6.csv,6,2,4,32,0.2,100.0,10.0,10,LEXMMFPEA,1105875.8949526434,1256995.245592095,151119.35063945153,13.665127464047208
6,Drahi_6.csv,6,2,4,32,0.2,100.0,10.0,10,LEXMMFSA,1105875.8949526434,1364221.946750718,258346.0517980745,23.361215573754556
6,Drahi_6.csv,6,2,4,32,0.2,100.0,10.0,10,PEA,1105875.8949526434,1257080.1200084786,151204.2250558352,13.672802323113316
6,Drahi_6.csv,6,2,4,32,0.2,100.0,10.0,10,SA,1105875.8949526434,1363212.626435122,257336.73148247856,23.26994671436422
6,Drahi_6.csv,6,2,4,32,0.2,100.0,20.0,5,LEXMMFPEA,546717.1537709576,806653.3981676996,259936.24439674197,47.54492201384996
6,Drahi_6.csv,6,2,4,32,0.2,100.0,20.0,5,LEXMMFSA,546717.1537709576,869728.3170241003,323011.16325314273,59.08195143049516
6,Drahi_6.csv,6,2,4,32,0.2,100.0,20.0,5,PEA,546717.1537709576,724259.9856181105,177542.8318471529,32.47434813825741
6,Drahi_6.csv,6,2,4,32,0.2,100.0,20.0,5,SA,546717.1537709576,829146.1982251322,282429.0444541746,51.659078649011214
6,Drahi_6.csv,6,2,4,32,0.2,100.0,20.0,10,LEXMMFPEA,1214690.856258761,1421463.821213418,206772.964954657,17.02268226431837
6,Drahi_6.csv,6,2,4,32,0.2,100.0,20.0,10,LEXMMFSA,1214690.856258761,1480998.46158653,266307.6053277692,21.923899727704768
6,Drahi_6.csv,6,2,4,32,0.2,100.0,20.0,10,PEA,1214690.856258761,1407936.509954799,193245.65369603806,15.909039958630567
6,Drahi_6.csv,6,2,4,32,0.2,100.0,20.0,10,SA,1214690.856258761,1477366.8134311931,262675.9571724322,21.624922573425163
6,Drahi_6.csv,6,2,4,32,0.6,100.0,10.0,5,LEXMMFPEA,593391.3678642798,787384.6433000093,193993.27543572953,32.692298193340015
6,Drahi_6.csv,6,2,4,32,0.6,100.0,10.0,5,LEXMMFSA,593391.3678642798,832450.0521526878,239058.68428840803,40.28684898953323
6,Drahi_6.csv,6,2,4,32,0.6,100.0,10.0,5,PEA,593391.3678642798,741860.8180474017,148469.45018312195,25.020493762403337
6,Drahi_6.csv,6,2,4,32,0.6,100.0,10.0,5,SA,593391.3678642798,803803.4045625806,210412.03669830086,35.45923451087785
6,Drahi_6.csv,6,2,4,32,0.6,100.0,10.0,10,LEXMMFPEA,1094923.4245793475,1299602.368095578,204678.94351623044,18.693448228570404
6,Drahi_6.csv,6,2,4,32,0.6,100.0,10.0,10,LEXMMFSA,1094923.4245793475,1464676.3543208302,369752.9297414827,33.76975242661705
6,Drahi_6.csv,6,2,4,32,0.6,100.0,10.0,10,PEA,1094923.4245793475,1294002.1060655906,199078.68148624315,18.181973005347484
6,Drahi_6.csv,6,2,4,32,0.6,100.0,10.0,10,SA,1094923.4245793475,1465056.774978835,370133.3503994874,33.8044964689368
6,Drahi_6.csv,6,2,4,32,0.6,100.0,20.0,5,LEXMMFPEA,577201.8683300139,664573.7054214383,87371.83709142439,15.137136916103973
6,Drahi_6.csv,6,2,4,32,0.6,100.0,20.0,5,LEXMMFSA,577201.8683300139,725732.0874205246,148530.21909051063,25.732802896193814
6,Drahi_6.csv,6,2,4,32,0.6,100.0,20.0,5,PEA,577201.8683300139,639735.5752379752,62533.706907961285,10.833940487560545
6,Drahi_6.csv,6,2,4,32,0.6,100.0,20.0,5,SA,577201.8683300139,683889.5651417645,106687.69681175053,18.483602127003522
6,Drahi_6.csv,6,2,4,32,0.6,100.0,20.0,10,LEXMMFPEA,1331358.0933132898,1492625.995136673,161267.9018233833,12.113037253714609
6,Drahi_6.csv,6,2,4,32,0.6,100.0,20.0,10,LEXMMFSA,1331358.0933132898,1571893.896926312,240535.8036130222,18.06695019327308
6,Drahi_6.csv,6,2,4,32,0.6,100.0,20.0,10,PEA,1331358.0933132898,1470795.6184838284,139437.52517053857,10.473329893051298
6,Drahi_6.csv,6,2,4,32,0.6,100.0,20.0,10,SA,1331358.0933132898,1555813.1379150094,224455.0446017196,16.85910392771404
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,10.0,5,LEXMMFPEA,573512.5230742316,744548.3481056556,171035.82503142406,29.822509212983014
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,10.0,5,LEXMMFSA,573512.5230742316,787560.3631715518,214047.84009732027,37.32226088977927
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,10.0,5,PEA,573512.5230742316,710179.469547189,136666.94647295738,23.829810330971295
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,10.0,5,SA,573512.5230742316,762818.1017214986,189305.57864726707,33.00809852111366
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,1224059.3161312342,1425350.2287624134,201290.9126311792,16.4445390822546
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFSA,1224059.3161312342,1490392.1016701378,266332.78553890367,21.758160084976595
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,10.0,10,PEA,1224059.3161312342,1412128.7147504117,188069.39861917752,15.364402373374379
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,10.0,10,SA,1224059.3161312342,1486066.0976060708,262006.78147483664,21.404745507181474
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,557688.3592473783,742284.0292400314,184595.66999265307,33.10014758812107
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFSA,557688.3592473783,791519.9566921385,233831.59744476015,41.92872122350281
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,5,PEA,557688.3592473783,697977.1802482771,140288.82100089884,25.155414968715494
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,5,SA,557688.3592473783,760486.0059478485,202797.64670047024,36.36397341593312
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFPEA,1325307.136337889,1418669.3613000645,93362.22496217559,7.044572718453451
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,1325307.136337889,1516917.6509594312,191610.5146215423,14.457819577656824
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,1325307.136337889,1418037.0526084278,92729.91627053893,6.996862367071516
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,20.0,10,SA,1325307.136337889,1517982.4158481876,192675.27951029874,14.538160568779727
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFPEA,413333.4726753668,539550.3188089771,126216.84613361035,30.536323447663623
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFSA,413333.4726753668,757104.7470405855,343771.2743652187,83.17044156625022
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,10.0,5,PEA,413333.4726753668,503942.2981995801,90608.82552421332,21.92148265605813
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,10.0,5,SA,413333.4726753668,683602.8851416435,270269.41246627667,65.38773903717858
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,1241442.7021490687,1339818.779553959,98376.07740489021,7.9243349076514615
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFSA,1241442.7021490687,1468064.5009256746,226621.79877660586,18.254712713224666
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,10.0,10,PEA,1241442.7021490687,1337668.836903392,96226.1347543234,7.751153926616651
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,10.0,10,SA,1241442.7021490687,1466886.7926281122,225444.09047904355,18.159846611428456
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,20.0,5,LEXMMFPEA,465318.3182438839,639338.0977600368,174019.77951615292,37.398007491496436
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,20.0,5,LEXMMFSA,465318.3182438839,766833.6261154782,301515.3078715943,64.79764411801284
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,20.0,5,PEA,465318.3182438839,590369.1064850094,125050.78824112553,26.874245723458404
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,20.0,5,SA,465318.3182438839,705287.4816702107,239969.16342632682,51.570968521500056
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFPEA,1303774.6903670374,1363279.0198442268,59504.32947718934,4.564004035117275
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,1303774.6903670374,1412439.0990069057,108664.40863986826,8.334600252845616
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,20.0,10,PEA,1303774.6903670374,1362895.716421378,59121.02605434065,4.534604521099957
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,20.0,10,SA,1303774.6903670374,1410116.4570092163,106341.76664217887,8.156452754290056
6,Drahi_6.csv,8,2,3,128,0.2,100.0,10.0,5,LEXMMFPEA,735791.0951826958,736491.9013199469,700.8061372510856,0.09524525940030254
6,Drahi_6.csv,8,2,3,128,0.2,100.0,10.0,5,LEXMMFSA,735791.0951826958,739595.51309298,3804.4179102842463,0.5170513662359036
6,Drahi_6.csv,8,2,3,128,0.2,100.0,10.0,5,PEA,735791.0951826958,736632.9424377051,841.8472550093429,0.11441389553651958
6,Drahi_6.csv,8,2,3,128,0.2,100.0,10.0,5,SA,735791.0951826958,741395.3093200844,5604.214137388626,0.7616583258590686
6,Drahi_6.csv,8,2,3,128,0.2,100.0,10.0,10,LEXMMFPEA,1216650.543905964,1369551.5605613643,152901.0166554004,12.567373385994907
6,Drahi_6.csv,8,2,3,128,0.2,100.0,10.0,10,LEXMMFSA,1216650.543905964,1456147.309832516,239496.765926552,19.684926549053756
6,Drahi_6.csv,8,2,3,128,0.2,100.0,10.0,10,PEA,1216650.543905964,1369471.273182164,152820.72927620006,12.560774335873038
6,Drahi_6.csv,8,2,3,128,0.2,100.0,10.0,10,SA,1216650.543905964,1451294.3267478608,234643.78284189687,19.286045941227368
6,Drahi_6.csv,8,2,3,128,0.2,100.0,20.0,5,LEXMMFPEA,746363.6399415976,746440.9683294754,77.32838787778746,0.010360685293275856
6,Drahi_6.csv,8,2,3,128,0.2,100.0,20.0,5,LEXMMFSA,746363.6399415976,746465.4564330331,101.81649143551476,0.013641673573954089
6,Drahi_6.csv,8,2,3,128,0.2,100.0,20.0,5,PEA,746363.6399415976,746523.4426310176,159.80268942005932,0.021410835264237118
6,Drahi_6.csv,8,2,3,128,0.2,100.0,20.0,5,SA,746363.6399415976,746544.8128523204,181.1729107227875,0.02427408049204596
6,Drahi_6.csv,8,2,3,128,0.2,100.0,20.0,10,LEXMMFPEA,1198399.8356603915,1286507.3100840426,88107.47442365112,7.352093333282086
6,Drahi_6.csv,8,2,3,128,0.2,100.0,20.0,10,LEXMMFSA,1198399.8356603915,1377487.908614955,179088.07295456342,14.943933370607896
6,Drahi_6.csv,8,2,3,128,0.2,100.0,20.0,10,PEA,1198399.8356603915,1286996.7662075795,88596.93054718804,7.392935805800216
6,Drahi_6.csv,8,2,3,128,0.2,100.0,20.0,10,SA,1198399.8356603915,1378054.8646474297,179655.02898703818,14.991242792355465
6,Drahi_6.csv,8,2,3,128,0.6,100.0,10.0,5,LEXMMFPEA,713170.4620821474,714307.265551444,1136.8034692966612,0.15940136751845974
6,Drahi_6.csv,8,2,3,128,0.6,100.0,10.0,5,LEXMMFSA,713170.4620821474,721357.4100628351,8186.947980687721,1.1479650961406052
6,Drahi_6.csv,8,2,3,128,0.6,100.0,10.0,5,PEA,713170.4620821474,714819.752694092,1649.290611944627,0.23126176694550923
