Fairness,ValidRows,MeanRegretExpected,MedianRegretExpected,MinRegretExpected,MaxRegretExpected
SA,240,0.16880928210295215,0.0873637938554655,0.0156749770649065,0.8262011223260557
PEA,233,0.4798213571149351,0.4932013051602795,0.0658081023246986,1.0465986048355231
LEXMMFSA,240,1.1756086311097949,0.6420363446134608,0.0599585150590054,14.097097656587724
LEXMMFPEA,240,30.468989214873297,28.799395230893523,1.2658802789931292,76.04021943250153
