InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,RegretExpected_SA,RegretExpected_PEA,RegretExpected_LEXMMFSA,RegretExpected_LEXMMFPEA,RegretMin_SA,RegretMin_PEA,RegretMin_LEXMMFSA,RegretMin_LEXMMFPEA,RegretMax_SA,RegretMax_PEA,RegretMax_LEXMMFSA,RegretMax_LEXMMFPEA
2,Drahi_2.csv,6,2,4,32,0.2,100.0,10.0,10,0.0341704403876865,0.5412787768065236,0.8834264205188469,12.363429086434133,9.158844814011396e-05,0.0019370343108763,0.0024913816543471,0.0,0.2845353227504656,2.456149737231736,3.1472930630198466,135.25553420283055
2,Drahi_2.csv,6,2,4,32,0.2,100.0,20.0,5,0.0192257700479478,0.1047853786437186,0.0846818458798574,11.32656485269337,0.0004404048359688,0.001427925321448,0.000959783964037,0.0059993612751172,0.0904491412748668,0.4775372436982344,0.3573348728230137,161.7840375167612
2,Drahi_2.csv,6,2,4,32,0.2,100.0,20.0,10,0.030835529148022,0.6982532117718249,0.770175782349067,14.823503631040378,2.421082296863938e-05,0.0063824250555077,0.001565336913015,0.0,0.1175205341425133,3.227135004478073,3.45418506545242,212.88140908400516
2,Drahi_2.csv,6,2,4,32,0.6,100.0,10.0,5,0.0716906266352311,0.3885507372124935,0.5621743046414959,38.14595301711704,4.786873072590894e-05,0.0011448300127826,0.0023039754092189,0.0895235160849807,0.3697209688241957,1.1190298325749488,2.285511558338643,367.3171627324002
2,Drahi_2.csv,6,2,4,32,0.6,100.0,10.0,10,0.0325456024430954,0.7171316847125895,0.9393199779690512,18.851025258007045,0.0001747819970447,0.0017651481997572,0.0029821248900264,0.0,0.162422782061948,2.349911100763848,5.8093368666494944,216.00970545351595
2,Drahi_2.csv,6,2,4,32,0.6,100.0,20.0,5,0.0837012571855624,0.3474293694910354,0.5677821360586747,21.23102087191058,0.00110281394721,0.0184471390658268,0.0058713816240909,0.0,0.2461394804815029,1.12835489802555,1.804666466366048,262.00771489937875
2,Drahi_2.csv,6,2,4,32,0.6,100.0,20.0,10,0.0193231500774856,,10.14406244503088,4.366449394079943,3.03536710596132e-05,,0.0003786220013978,0.0,0.1482066821565421,,94.9067826661415,70.55919278565626
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,10.0,5,0.0493923785134871,0.2902132788041818,0.4025862322966919,14.231561905852654,2.44942661679522e-06,2.0978217182795e-05,8.064504777348802e-05,0.0004933286166845,0.3091851494555606,1.2102921518169412,1.7857742092852231,295.928374094493
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,10.0,10,0.0300041201386015,0.6304794484799447,0.848665681235772,13.397981225611735,1.818016978763024e-06,0.000133141789285,6.995233868311455e-05,0.0,0.1660970197778613,3.035640923791528,5.259290718395858,234.0520749443856
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,5,0.0469213428462275,0.3900941038878027,0.4658109290724193,6.201070118119321,4.846054477028794e-06,2.279995878045924e-05,1.9396005022248973e-05,0.0005334009807869,0.2423514192273944,1.5723989972396994,2.1177926673058773,248.20202635501545
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,10,0.0305367913576892,0.6180965001405745,0.9254367267914928,13.328246598497866,7.373302113255533e-06,0.0003283609065823,3.942697903312882e-05,0.0,0.3432650199887037,3.457213872690616,6.2666493714500655,263.18339377681866
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,10.0,5,0.0728169579199241,0.5276359061509319,13.022996762918172,21.427729659625093,0.0001184913755746,1.3424778309966854e-06,7.497692359428083e-06,0.0,0.5134395616076695,3.406697936671742,2503.00473915035,480.2076556955809
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,10.0,10,0.0266755569100265,0.9651117223404444,6.187179118820668,18.2908836537944,1.5674252710542077e-05,3.662769243333282e-05,0.0002590523500943,0.0,0.2608058004795324,6.793395988454942,1898.3569655784888,401.17295081222727
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,20.0,5,0.0454939960620782,0.5552848591162542,10.26332786249861,11.89766264196977,4.774107086779079e-05,0.0011948177369404,0.0001309142227058,0.0,0.377963220984894,3.79331734712456,5194.009663573914,296.20889333797066
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,20.0,10,0.057532848812353,0.775632629689945,0.9059076303896212,23.73810660167855,2.1628630103184936e-06,2.148169080322543e-05,0.001309723027385,0.0,0.9377276445592726,4.8566154664537216,7.205330083575898,459.2780642814272
2,Drahi_2.csv,8,2,3,128,0.2,100.0,10.0,5,0.050163668816022,0.4162885955874244,0.4445274065060842,10.950764120521132,0.0002482015880567,0.0001631509971769,0.0006095022083046,0.0018931962191799,0.2088456645305707,1.0904483900372286,2.0062862280458207,212.48772969015332
2,Drahi_2.csv,8,2,3,128,0.2,100.0,10.0,10,0.0330781917717758,0.6922094003247633,0.8259829909087861,10.304576326584112,3.27530133442577e-06,0.0038058427147155,0.0001840624210465,0.0,0.2666036533515009,2.686110509317718,5.307477730111647,166.60791282510098
2,Drahi_2.csv,8,2,3,128,0.2,100.0,20.0,5,0.0234685975974275,0.1317271244570911,0.1331650581291183,9.736078891905793,6.691023840426972e-05,0.0009697729325761,0.0004390313421903,0.0031109492556873,0.1161221812405569,0.4083931575459563,0.6460959252938636,183.1146009856623
2,Drahi_2.csv,8,2,3,128,0.2,100.0,20.0,10,0.0380476959757527,0.597218351328475,0.8844121143336325,15.172200328685392,1.244912111712546e-05,0.0013076286808396,3.909309256279525e-05,0.0,0.2302065113369115,3.3126430353745184,6.209078071738003,238.8832587537237
2,Drahi_2.csv,8,2,3,128,0.6,100.0,10.0,5,0.1176072732510631,,4.7116771035148375,17.688777657953466,9.157974386206194e-05,,0.0172498231246362,0.0,2.9889154631978725,,369.1410011392989,286.67364634560465
2,Drahi_2.csv,8,2,3,128,0.6,100.0,10.0,10,0.0360787324634659,,4.980577220627647,8.854160339309649,9.067275231247824e-05,,0.0011750459337248,0.0,0.2234970300234273,,259.2291444312672,189.00774190639368
2,Drahi_2.csv,8,2,3,128,0.6,100.0,20.0,5,0.0242753013510313,0.0989183847521931,0.0995382387917646,33.80032539589688,5.760934137653256e-05,0.0007746604027078,0.0001686075160241,0.0060219740476811,0.1139754988671849,0.5653323206512502,0.6453136892540491,348.991502206527
2,Drahi_2.csv,8,2,3,128,0.6,100.0,20.0,10,0.0629972088587805,0.7018286289467345,0.8147870396379103,21.603968537466216,0.0001237232451513,0.0005703035236502,0.0025375179769524,0.0,0.2795948803938267,3.876238987524649,5.505298198552139,394.5523648407117
3,Drahi_3.csv,6,2,4,32,0.2,100.0,10.0,5,0.0589313118743519,0.2684334292248727,0.3265796975795988,9.044793221557615,0.0013205328520783,0.0017320679504709,0.0005679611429321,0.0218586811037916,0.2292648654173264,0.8725923943030672,1.1474941623777402,244.10320229623787
3,Drahi_3.csv,6,2,4,32,0.2,100.0,10.0,10,0.0440496627280864,0.5683388499008413,0.8597471394858353,26.471078536824287,8.031127317398703e-06,0.0121681572009362,0.0011395021934341,0.0,0.1823146945957245,1.5660221637184129,2.9721912467523177,251.9196595379159
3,Drahi_3.csv,6,2,4,32,0.2,100.0,20.0,5,0.0309199519757052,0.1150750287618236,0.1231660693628387,19.449664029163408,1.5604012626470604e-05,0.0044802941365709,0.0002309795434058,0.0147617315398582,0.1464294588662184,0.4250866044616129,0.4089283673255548,323.459566061824
3,Drahi_3.csv,6,2,4,32,0.2,100.0,20.0,10,0.051849770436272,0.5685181764999195,0.7087311852492559,45.1713284505504,0.0006299902199677,0.0209576075222462,0.0078882421067433,0.0039678485938403,0.2201982003487809,2.033745560648968,2.106908055251153,380.63263480574295
3,Drahi_3.csv,6,2,4,32,0.6,100.0,10.0,5,0.3480118106498334,0.3224830899411248,0.225889123299805,1.2658802789931292,0.0007286207977401,0.0010598553839361,0.0009909513464159,0.0304524472595809,1.2367575069049568,0.8141870253801624,0.824887071992471,32.23918505472444
3,Drahi_3.csv,6,2,4,32,0.6,100.0,10.0,10,0.1066111231749828,0.6108284988189546,0.7202219683144652,33.184679213654974,0.000108790869303,0.0018814839117472,0.0014088676285192,0.0,0.6025860152801064,3.119269185473144,3.3169053978797365,443.9141139687839
3,Drahi_3.csv,6,2,4,32,0.6,100.0,20.0,5,0.0645650141151224,0.1094777265193333,0.1077175447265886,32.51228489683984,5.098601093067391e-06,0.0017432892835147,0.001837339437741,0.0003134461519436,0.2513330819959986,0.3922599234266359,0.391567924992616,690.9904613741093
3,Drahi_3.csv,6,2,4,32,0.6,100.0,20.0,10,0.0605254771229836,0.7986078524543684,1.0342971846887383,19.284213215902327,0.0003824129362013,0.006373643956355,0.004646800577111,0.0,0.3337982728933882,4.0070930362805335,8.280643383706563,222.5709453722741
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,5,0.1229183158222612,0.3016030871286726,0.3653401849242208,16.754698646954807,1.7543676834316567e-05,0.0001385551771492,0.0002762789263301,0.0015994408615635,0.9646845864934772,1.674806498031032,1.97457687313688,392.2820190773178
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,10,0.0677124448878069,0.4663239867418762,0.7416796624568219,35.591312519641185,1.0714348989434949e-05,5.921823614713304e-06,0.0001136054928008,0.0,0.4085255037832526,2.6611014436888123,3.739289169518481,372.9406366869962
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,5,0.1355810438875349,0.2717513144173625,0.3400542577163852,16.704102851440734,9.52823862779475e-06,0.0001900453974231,9.668792419388963e-05,0.0017947796914629,0.7460270645426831,1.1267235991159177,1.9120365924513147,527.7947222322927
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,10,0.030698949936416,0.2356321141699258,0.2454041945488492,34.44577350744793,1.1975938693934511e-06,1.0340308932139404e-05,2.854242208461888e-05,0.0004140918166772,0.1771585464328188,2.2849779391133,1.6495544287949426,235.00769323397444
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,5,0.2132523073960405,0.3896429107457172,0.4042599077054108,30.516891591395552,1.26444993196774e-05,4.081228117436878e-05,7.697772119835907e-05,0.0,1.7146586372513712,2.508999874724319,2.555548291885909,710.6947218543982
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,10,0.139951353416116,0.7516805102325187,1.0808631156699815,34.47545197337583,1.4702423768480243e-06,8.889960851375025e-07,8.964105230209804e-05,0.0,4.653427552546421,4.96501743428029,15.069321990907628,776.1690679574656
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,5,0.1512939447930435,0.4112099660582757,0.5040405140534119,28.890862771053552,3.3266788263145766e-05,9.52964889720228e-05,8.637855735201285e-07,0.0,2.1571577326557017,2.834610698396608,5.764956145062775,782.8492904696906
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,10,0.0681131506940825,0.6274603359812333,13.000862333178166,37.72962894710284,1.3810401850386471e-06,2.5427607039060995e-05,0.0002121890019916,0.0,0.521749362631038,8.623138679635796,1240.782605694947,494.54702513672345
3,Drahi_3.csv,8,2,3,128,0.2,100.0,10.0,5,0.0474926586375384,0.1612242035252893,0.2044462454234232,29.716573659517724,2.755716190731903e-05,0.0010527894563605,0.0013518843101046,0.0003719100352804,0.1545584117588271,0.7895798387558428,1.4653095266491567,329.0568900224156
3,Drahi_3.csv,8,2,3,128,0.2,100.0,10.0,10,0.0535745923960711,0.6253202615334077,0.8049713420698007,30.194317228618456,8.76368063403443e-06,0.0017813671097216,0.000159408778872,0.0,0.4609699664400552,2.9500896719168948,3.2150202015204963,385.7769702009931
3,Drahi_3.csv,8,2,3,128,0.2,100.0,20.0,5,0.0491249650421766,0.1354994233209837,0.2066811930446991,28.01436386146459,4.304446808089045e-05,0.0001897318727379,0.0001798187961842,0.0047095101667271,0.250774759276862,0.5766239748048386,0.6250222685832391,332.9747530069597
3,Drahi_3.csv,8,2,3,128,0.2,100.0,20.0,10,0.0633986911302328,0.5799021092272185,0.7922832484188985,33.510923927362924,0.0002372902950563,0.0027509973494052,0.0002321779124233,0.0,0.4599980037767017,3.2028093416103265,3.7331887929863616,422.9236313532712
3,Drahi_3.csv,8,2,3,128,0.6,100.0,10.0,5,0.0384622234366354,0.1716582783825845,0.1691830105249875,26.145980650546424,0.0001040227337199,0.0013140337620782,0.0004333440366142,0.0012959639255954,0.1706620762964893,0.9711056583770552,1.399283150398438,388.6556695079603
3,Drahi_3.csv,8,2,3,128,0.6,100.0,10.0,10,0.0673432256542152,0.6072925747885536,0.9126145274998132,30.54933992969669,7.414961838898884e-06,7.320047720035943e-05,0.0010692236877476,0.0,0.42195066631968,5.359776730284231,8.618710820174028,487.3935295045575
3,Drahi_3.csv,8,2,3,128,0.6,100.0,20.0,5,0.1473025250224755,0.6084017632127091,0.8956231918522514,15.282088919108524,0.0003368092120266,0.0006041091409031,0.0001748987525739,0.0,3.997342301843596,4.508342497114152,8.19030710216746,257.3549228636312
3,Drahi_3.csv,8,2,3,128,0.6,100.0,20.0,10,0.0982035415768141,0.4671959743121127,0.4459500167305947,45.190757314516944,0.0002678316301845,2.4621770571648228e-05,0.0004095539108222,0.0,0.661527825746319,3.0083316416017865,4.760532603968349,701.86527421396
4,Drahi_4.csv,6,2,4,32,0.2,100.0,10.0,5,0.3746627159992582,0.2301904978769478,0.2664228701210094,6.234940702266221,0.00039443688365,0.0054905774600642,0.0070888099731633,0.0102035505664869,1.5374456433615422,0.7860813477483599,0.6919615519608296,247.061330158612
4,Drahi_4.csv,6,2,4,32,0.2,100.0,10.0,10,0.0709441955412356,0.4042912889649587,0.5389749832796388,27.849696189665604,0.0053130049347382,0.0005424439414045,0.0053902540497032,0.0009692836263677,0.2913275147876625,1.5384090899412908,1.7249897448924478,308.60287059139443
4,Drahi_4.csv,6,2,4,32,0.2,100.0,20.0,5,0.0529978827671552,0.120787238059584,0.1468013340181315,8.673556679855498,0.0011983339809863,0.0002545926164076,0.0056845612639941,0.027613198488673,0.1254927527894328,0.3810620397073788,0.4246209584856028,334.4968726251366
4,Drahi_4.csv,6,2,4,32,0.2,100.0,20.0,10,0.0706695029575726,0.4330550938383584,0.6379091969218862,36.61973690798232,0.0003346116146246,0.0008098180080664,0.0056526357786482,0.0,0.288496749753343,1.6579949685856383,1.7945973337453214,566.6396788349718
4,Drahi_4.csv,6,2,4,32,0.6,100.0,10.0,5,0.5078351714888045,0.3098354186340362,0.466027977686807,57.62270359517497,0.0180735165964928,0.0081042386449873,0.0123434394611043,0.0,1.4276696876879804,1.4463116668784866,2.1221424931690134,862.7972740320004
4,Drahi_4.csv,6,2,4,32,0.6,100.0,10.0,10,0.1939195554243181,0.397544681080883,0.4612480093518877,68.38747308202841,0.0236328647871764,0.0002363772822702,0.0013915118591256,0.0017797851303691,1.224256262074191,1.2708192145000894,1.8445494878311857,862.1316089209363
4,Drahi_4.csv,6,2,4,32,0.6,100.0,20.0,5,0.7753045321319106,0.6327705266597785,0.8487409264063583,15.848724588644178,0.0005642038089118,0.0037733789710761,0.0014586080122475,0.0024294487087602,2.445002389531313,1.542034947491172,2.7380615015461,400.8357172806535
4,Drahi_4.csv,6,2,4,32,0.6,100.0,20.0,10,0.1366854525159324,0.4780120917394292,0.547986186234775,71.5458126311502,0.0001228530252439,0.0001321496053631,0.000407200560456,0.0104984785781475,0.6158498575448778,2.641931949226515,1.9879312570424024,1069.1992417358424
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,5,0.5382614147090473,0.3561162639051349,0.6352871752005543,16.237835072840696,1.4131845414165573e-06,2.2074382376491966e-05,0.0002676350254221,0.0013171214714927,2.7837510806372463,1.711324223562875,3.3258033256771613,593.8288740624758
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,10,0.0996391368065617,0.4950590004150401,0.6342965547766022,43.65397400303055,5.202725286532577e-06,2.506729152355949e-05,7.868808063808737e-05,0.0,0.9951720786934968,2.1814560593804924,3.685123439161106,773.9050855051476
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,5,0.2693474067974499,0.3210050186937767,0.3647896563676971,31.09709265080928,0.0001469482135622,9.597216037016364e-06,0.0004127290967849,0.0001270835668183,2.006686587220691,2.0609798099077987,1.911466094905972,790.5687435998492
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,10,0.149716445734087,0.6880223508497787,0.7561300040351918,54.15524103680029,8.397572950275571e-06,8.140247001956533e-05,0.0001836766906206,0.0,8.975659393569726,3.220978523264442,5.055187349331545,666.4377670974493
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,5,0.4899835046276808,0.277764776202668,0.4193910019971272,11.157049023830956,0.0031151262985358,0.0001390073310824,8.040961312230614e-05,0.0,3.254188325217452,2.3681656279025978,3.4192109187068973,492.1483640650792
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,10,0.0879355591723229,0.6065141818802058,4.712560938907249,38.76130397826366,7.486944704693212e-06,3.143722787203021e-05,6.674948854442092e-05,0.0,1.5923981128586169,9.222854561093254,1764.3247604807862,703.7415417231606
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,5,0.5747716008439676,0.5227125194685794,0.7612959184729947,23.838431220128843,0.0003466637232408,0.0001270863165769,0.0002948605574445,0.0,3.695468320300706,3.350634864976762,3.0014523528463277,774.7845635601088
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,10,0.2065270231772852,,4.286720282107254,39.812267395345046,3.6790432895625104e-06,,0.000210221236407,0.0,2.632918808685514,,251.2393569795928,1310.1004651446235
4,Drahi_4.csv,8,2,3,128,0.2,100.0,10.0,5,0.1160144121963822,0.2300687301152378,0.3088574875988672,32.8277240834252,0.0001542626101041,0.0004489969814464,0.0003534524937033,0.0002008193338516,0.4168345631391735,0.9878582408953592,1.052329810608914,480.53357675967663
4,Drahi_4.csv,8,2,3,128,0.2,100.0,10.0,10,0.0805812619745121,0.4769938783160695,0.6262582090632385,33.648662754108095,9.505630646266828e-05,0.0003185671939633,0.0082083383351618,0.0,0.3248447074497056,2.1116961234906637,2.717381466165385,590.8699483992912
4,Drahi_4.csv,8,2,3,128,0.2,100.0,20.0,5,0.0471652957482542,0.1136418223625759,0.1136352850768064,36.7477989347912,2.3594466996198237e-05,0.0003691732411686,0.0002246804212843,0.0017075306020108,0.1489207938705471,0.3791919129538183,0.4284403917040942,716.6677655186999
4,Drahi_4.csv,8,2,3,128,0.2,100.0,20.0,10,0.1872537373900593,0.6530715417513785,0.9299993022381404,44.203913434067246,3.091196433843827e-05,0.000411457744641,0.0021514312980729,0.0,6.698842541463273,3.38556464894323,3.645226042219472,671.6552790232585
4,Drahi_4.csv,8,2,3,128,0.6,100.0,10.0,5,0.3307529829259161,0.5638254453030435,1.3393751990325522,23.81967925453942,0.000200727625396,0.0012989659941667,0.0008024511745563,0.0,4.388398706361458,3.7581433199301495,37.24071143250997,769.8193979773682
4,Drahi_4.csv,8,2,3,128,0.6,100.0,10.0,10,0.1138357443077026,0.6190034991872736,0.834611791766374,47.47449184242121,0.0007351537100153,0.0001357142677463,0.0006654623794129,0.0,1.1781550985877804,4.882121627666351,7.022471568850571,649.7470662502354
4,Drahi_4.csv,8,2,3,128,0.6,100.0,20.0,5,0.4387818177476735,0.612951689811041,6.388880863741282,34.02208865086228,0.0007948663692017,0.0012912166378822,0.0003797867069248,0.0,1.5778338260145268,4.393719634531801,449.1331236881408,789.1881017656032
4,Drahi_4.csv,8,2,3,128,0.6,100.0,20.0,10,0.1562084278910789,0.9228221548566664,9.991949484763447,51.76789906368721,2.566413229289391e-05,0.0005008338486376,0.0001188020023334,0.0,4.105812262913535,8.449297734734744,579.577976932837,1345.353985411448
5,Drahi_5.csv,6,2,4,32,0.2,100.0,10.0,5,0.3555417367560461,0.3096080387469936,0.2272869499289318,15.143706644754584,0.001359580891305,0.0002397060150574,0.0006809871513546,0.0004028636349413,1.4718449829616322,0.9919238072088348,0.784217773135818,254.2590309101761
5,Drahi_5.csv,6,2,4,32,0.2,100.0,10.0,10,0.0581810740003404,0.4890263528808509,0.5918116786592245,36.400222325942806,0.0002621887018181,8.404014038033466e-05,0.0022304644061446,0.0001460964511366,0.2021049932064226,2.0285438488845733,1.977073681984204,577.8608929347288
5,Drahi_5.csv,6,2,4,32,0.2,100.0,20.0,5,0.2437020016950029,0.2594992953100298,0.196038060661377,22.907803273828577,0.0131355995771343,0.0008236243872969,0.0009039041212652,0.0112314865650868,0.6591934187373124,1.1158165694259643,0.9250896944908834,466.2642711193828
