ExperimentID,StructuralInstanceID,PairedBaseID,ParallelTaskID,Replication,Controller,Fairness,FormulationID,FormulationVariant,Resource,CompletionStatus,PeriodsCompleted,HorizonCovered,TotalOperatingCost,AllGridBenchmark,TotalSavings,TerminalStateOfCharge,TerminalResidual,TotalPV,TotalGridImport,TotalGridExport,AggregateBatteryCharge,AggregateBatteryDischarge,ChargingPeriods,DischargingPeriods,IdlePeriods,RealizedAlpha,MaxPVRelativeDeviation,MeanPVRelativeDeviation,RealizedGamma,MaxSavingsRelativeDeviation,MeanSavingsRelativeDeviation,MinHouseholdPV,MinHouseholdSavings,MaxFairnessResidual,MaxPhysicalResidual,MaxSimultaneousFlow,MaxModeLinkResidual,MaxIntegralityResidual,PEAToleranceActivations,PEAToleranceActivationRate,PEAToleranceMeanActive,PEAToleranceMeanAllPeriods,PEAToleranceMax,PEAStrictFeasiblePeriods,OptimizationFailures,PhysicalViolations,FailureMessage
oos_experiment,SI-Drahi_1-d1-HOM-UHI-BHI-9dd97ae39a,PB-Drahi_1-d1-HOM-UHI-79830456b8,TK-PB-Drahi_1-d1-HOM-UHI-79830456b8-r2,2,DETERMINISTIC_RH,LEXMMFPEA,shared_battery_mode_node_level_v1,aggregate_only,pv,completed,24,1.0,720691.0305526879,1.0394947517265363e6,318803.7211738482,0.19999999999999574,4.274358644806853e-15,1715.0693802104722,3853.685385106758,0.0,132.42105263157706,119.50999999999829,5,4,15,0.3086964768815323,0.03212171272806913,0.016975555994005236,0.3066910348939569,0.20079560353168738,0.10790828101737701,342.0138760420943,52626.033737085934,1.0000000000001137,0.13815789473678516,0.0,0.0,0.13815789473678516,0,0.0,0.0,0.0,0.0,0,0,0,
oos_experiment,SI-Drahi_1-d1-HOM-UHI-BHI-9dd97ae39a,PB-Drahi_1-d1-HOM-UHI-79830456b8,TK-PB-Drahi_1-d1-HOM-UHI-79830456b8-r2,2,DETERMINISTIC_RH,LEXMMFSA,shared_battery_mode_node_level_v1,aggregate_only,savings,completed,24,1.0,720691.0305526879,1.0394947517265363e6,318803.72117384826,0.20000000000000284,2.831068712794149e-15,1715.0693802104724,3853.6853851067585,0.0,132.4210526315792,119.51000000000026,5,4,15,0.30869647688153234,0.0710963778105425,0.03833369374197079,0.30669103489395694,0.04308026337921662,0.02886589971731827,320.69393305425467,60475.81863121461,1.4551915228366852e-10,0.26531249999999185,0.0,0.0,0.26531249999999185,0,0.0,0.0,0.0,0.0,0,0,0,
oos_experiment,SI-Drahi_1-d1-HOM-UHI-BHI-9dd97ae39a,PB-Drahi_1-d1-HOM-UHI-79830456b8,TK-PB-Drahi_1-d1-HOM-UHI-79830456b8-r2,2,DETERMINISTIC_RH,NONE,shared_battery_mode_node_level_v1,aggregate_only,none,completed,24,1.0,720691.0305526882,1.0394947517265363e6,318803.72117384814,0.19999999999999574,4.274358644806853e-15,1715.0693802104722,3853.685385106759,0.0,132.42105263157893,119.51000000000002,5,4,15,0.3086964768815323,0.3317250550932151,0.17792837643032733,0.3066910348939568,0.3152697567783618,0.20514055173706755,230.71469991540366,44012.14309877492,0.0,0.2653124999999996,0.0,0.0,0.2653124999999996,0,0.0,0.0,0.0,0.0,0,0,0,
oos_experiment,SI-Drahi_1-d1-HOM-UHI-BHI-9dd97ae39a,PB-Drahi_1-d1-HOM-UHI-79830456b8,TK-PB-Drahi_1-d1-HOM-UHI-79830456b8-r2,2,DETERMINISTIC_RH,PEA,shared_battery_mode_node_level_v1,aggregate_only,pv,completed,24,1.0,720691.030552688,1.0394947517265363e6,318803.72117384814,0.19999999999999574,4.274358644806853e-15,1715.069380210472,3853.685385106759,0.0,132.42105263157896,119.51000000000002,5,4,15,0.30869647688153223,0.03554807136571659,0.017022010116779458,0.3066910348939568,0.15624812867555354,0.07246599724220411,332.9666015366302,56720.84135913328,4.547473508864641e-13,0.2653124999999996,0.0,0.0,0.2653124999999996,0,0.0,0.0,0.0,0.0,24,0,0,
oos_experiment,SI-Drahi_1-d1-HOM-UHI-BHI-9dd97ae39a,PB-Drahi_1-d1-HOM-UHI-79830456b8,TK-PB-Drahi_1-d1-HOM-UHI-79830456b8-r2,2,DETERMINISTIC_RH,SA,shared_battery_mode_node_level_v1,aggregate_only,savings,completed,24,1.0,720691.030552688,1.0394947517265363e6,318803.72117384814,0.19999999999999574,4.274358644806853e-15,1715.0693802104724,3853.685385106759,0.0,132.42105263157896,119.51000000000002,5,4,15,0.30869647688153234,0.2360764400346242,0.10537438720668595,0.3066910348939568,0.0352673530647668,0.01730654297598818,258.6097417791229,62009.75015971312,2.0372681319713593e-10,0.2653124999999996,0.0,0.0,0.2653124999999996,0,0.0,0.0,0.0,0.0,24,0,0,
oos_experiment,SI-Drahi_1-d1-HOM-UHI-BHI-9dd97ae39a,PB-Drahi_1-d1-HOM-UHI-79830456b8,TK-PB-Drahi_1-d1-HOM-UHI-79830456b8-r2,2,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,shared_battery_mode_node_level_v1,aggregate_only,pv,completed,24,1.0,720691.030552688,1.0394947517265363e6,318803.72117384814,0.19999999999999574,4.274358644806853e-15,1715.0693802104718,3853.685385106759,0.0,132.4210526315789,119.51000000000002,5,4,15,0.30869647688153223,0.03336098438759587,0.018067553506102597,0.3066910348939568,0.0456739662001647,0.027056997920212843,341.51347738367343,62864.905204993265,0.0,0.2653124999999996,0.0,0.0,0.2653124999999996,0,0.0,0.0,0.0,0.0,0,0,0,
oos_experiment,SI-Drahi_1-d1-HOM-UHI-BHI-9dd97ae39a,PB-Drahi_1-d1-HOM-UHI-79830456b8,TK-PB-Drahi_1-d1-HOM-UHI-79830456b8-r2,2,MULTISTAGE_RH,LEXMMFPEA,shared_battery_mode_node_level_v1,aggregate_only,pv,completed,24,1.0,720691.0305526878,1.0394947517265363e6,318803.7211738484,0.19999999999999574,4.274358644806853e-15,1715.069380210471,3853.6853851067576,0.0,132.42105263157893,119.51000000000002,5,4,15,0.30869647688153207,0.03282662107615257,0.016675709457330115,0.30669103489395705,0.1352782834109545,0.09391356901124062,342.5138760420952,54358.32016561224,1.0000000000029559,0.2653124999999996,0.0,0.0,0.2653124999999996,0,0.0,0.0,0.0,0.0,0,0,0,
oos_experiment,SI-Drahi_1-d1-HOM-UHI-BHI-9dd97ae39a,PB-Drahi_1-d1-HOM-UHI-79830456b8,TK-PB-Drahi_1-d1-HOM-UHI-79830456b8-r2,2,MULTISTAGE_RH,LEXMMFSA,shared_battery_mode_node_level_v1,aggregate_only,savings,completed,24,1.0,720691.0305526877,1.0394947517265363e6,318803.7211738485,0.20000000000001705,1.7041923427996153e-14,1715.069380210472,3853.685385106757,0.0,132.42105263157896,119.50999999999998,5,4,15,0.30869647688153223,0.10287226208733401,0.05205155126924156,0.30669103489395716,0.016869464089607808,0.007061045964142127,309.26821380044447,62168.664234769705,6.402842700481415e-10,0.2653124999999976,0.0,1.4210854715202004e-14,0.2653124999999976,0,0.0,0.0,0.0,0.0,0,0,0,
oos_experiment,SI-Drahi_1-d1-HOM-UHI-BHI-9dd97ae39a,PB-Drahi_1-d1-HOM-UHI-79830456b8,TK-PB-Drahi_1-d1-HOM-UHI-79830456b8-r2,2,MULTISTAGE_RH,NONE,shared_battery_mode_node_level_v1,aggregate_only,none,completed,24,1.0,720691.0305526878,1.0394947517265363e6,318803.7211738484,0.19999999999999574,4.274358644806853e-15,1715.0693802104715,3853.685385106758,0.0,132.42105263157893,119.51000000000002,5,4,15,0.3086964768815322,0.3317250550932155,0.18109376940051847,0.30669103489395705,0.23167899841289571,0.13811054258646951,230.71469991540343,49385.07419877482,0.0,0.2653124999999996,0.0,0.0,0.2653124999999996,0,0.0,0.0,0.0,0.0,0,0,0,
oos_experiment,SI-Drahi_1-d1-HOM-UHI-BHI-9dd97ae39a,PB-Drahi_1-d1-HOM-UHI-79830456b8,TK-PB-Drahi_1-d1-HOM-UHI-79830456b8-r2,2,MULTISTAGE_RH,PEA,shared_battery_mode_node_level_v1,aggregate_only,pv,completed,24,1.0,720691.0305526878,1.0394947517265363e6,318803.7211738484,0.19999999999999574,4.274358644806853e-15,1715.0693802104715,3853.685385106757,0.0,132.42105263157896,119.51000000000002,5,4,15,0.3086964768815322,0.03496121197445585,0.016885311536674795,0.30669103489395705,0.07430156732957925,0.034940015743455274,333.16920839684417,59500.76294762784,1.1368683772161603e-12,0.2653124999999996,0.0,0.0,0.2653124999999996,0,0.0,0.0,0.0,0.0,24,0,0,
